"id","wave","country_name","iso_code","marital_status","num_of_children","rural_urban_living","age_category","education","gender","employment","trust_people","freq_rel_service_use","freq_internet_personal","freq_sports","freq_social_activities","vol_community_service","vol_education_cult_org","vol_social_charities","vol_political_parties","vol_other_organisation","volunteering_frequency","sei_left_out_soc","sei_life_is_complicated","sei_not_recognised","sei_looked_down","sei_feel_close_to_people","sei","mwbi_felt_cheerful","mwbi_felt_calm","mwbi_felt_active","mwbi_felt_fresh","mwbi_life_is_interesting","mwbi_felt_tense","mwbi_felt_lonely","mwbi_felt_downhearted","mwbi","wlbc_too_tired_household","wlbc_fam_responsibilities","wlbc_cannot_focus_on_work","wlbc","hrs_work_first_job","hrs_work_additional_job","work_hrs"
"NO9024763","2007","Norway","NO","Separated or divorced and not living with partner","2","A village/small town","65+","Primary education (ISCED 1)","Female","Retired",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,4,5,NA,1.25,5,5,6,5,6,NA,NA,NA,12,NA,NA,NA,NA,38,NA,38
"NO9024764","2007","Norway","NO","Married or living with partner","3","A village/small town","35-49","Tertiary education - first level (ISCED 5)","Female","Employed (includes on leave)",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,4,5,NA,1.25,2,2,2,2,2,NA,NA,NA,80,4,4,4,1,38,NA,38
"NO9024765","2007","Norway","NO","Married or living with partner","3","A village/small town","50-64","Primary education (ISCED 1)","Female","Unable to work - disability/illness",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,2,4,NA,2.5,2,2,3,1,3,NA,NA,NA,76,NA,NA,NA,NA,NA,NA,NA
"NO9024766","2007","Norway","NO","Married or living with partner","3","A village/small town","50-64","Primary education (ISCED 1)","Male","Employed (includes on leave)",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,NA,1,2,1,3,1,2,NA,NA,NA,84,2,5,5,2,40,NA,40
"NO9024767","2007","Norway","NO","Married or living with partner","2","A village/small town","25-34","Tertiary education - first level (ISCED 5)","Female","Employed (includes on leave)",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,NA,1,1,2,3,2,3,NA,NA,NA,76,4,4,5,1,27,NA,27
"NO9024768","2007","Norway","NO","Married or living with partner","2","A village/small town","65+","Primary education (ISCED 1)","Male","Retired",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,3,5,NA,1.75,2,1,4,4,5,NA,NA,NA,56,NA,NA,NA,NA,50,NA,50
"NO9024769","2007","Norway","NO","Married or living with partner","3","A village/small town","50-64","Primary education (ISCED 1)","Male","Retired",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,4,5,NA,1.25,2,1,4,1,2,NA,NA,NA,80,NA,NA,NA,NA,38,NA,38
"NO9024770","2007","Norway","NO","Separated or divorced and not living with partner","2","A village/small town","35-49","Tertiary education - first level (ISCED 5)","Female","Employed (includes on leave)",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,4,5,NA,1.5,2,2,2,2,2,NA,NA,NA,80,2,2,5,2,30,NA,30
"NO9024771","2007","Norway","NO","Married or living with partner","5 or more children","A village/small town","65+","Primary education (ISCED 1)","Male","Retired",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4,5,NA,1.5,3,1,6,5,4,NA,NA,NA,44,NA,NA,NA,NA,36,NA,36
"NO9024772","2007","Norway","NO","Married or living with partner","3","A village/small town","65+","Primary education (ISCED 1)","Female","Retired",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4,5,NA,1.5,3,1,3,3,3,NA,NA,NA,68,NA,NA,NA,NA,48,NA,48
"NO9024773","2007","Norway","NO","Married or living with partner","1","A village/small town","35-49","Post-secondary including pre-vocational or vocational education but not tertiary (ISCED 4)","Male","Employed (includes on leave)",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4,5,NA,1.5,2,2,2,1,1,NA,NA,NA,88,2,5,5,2,37,NA,37
"NO9024774","2007","Norway","NO","Married or living with partner","2","A village/small town","50-64","Upper secondary education (ISCED 3)","Male","Employed (includes on leave)",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,4,5,NA,1.25,2,2,2,2,2,NA,NA,NA,80,5,4,5,1,38,NA,38
"NO9024775","2007","Norway","NO","Married or living with partner","1","A village/small town","25-34","Tertiary education - first level (ISCED 5)","Female","Employed (includes on leave)",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,4,4,NA,1.75,2,2,4,3,4,NA,NA,NA,60,3,3,4,1,44,NA,44
"NO9024776","2007","Norway","NO","Married or living with partner","0","A village/small town","50-64",NA,"Male","Employed (includes on leave)",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,NA,1,1,3,2,4,1,NA,NA,NA,76,3,5,5,1,25,3,28
"NO9024777","2007","Norway","NO","Never married and not living with partner","0","A medium to large town","65+","Lower secondary education (ISCED 2)","Female","Retired",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,5,2,2,2,2,2,NA,NA,NA,80,NA,NA,NA,NA,38,NA,38
"NO9024778","2007","Norway","NO","Married or living with partner","2","A medium to large town","35-49","Tertiary education - first level (ISCED 5)","Female","Employed (includes on leave)",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,NA,2,2,2,3,3,2,NA,NA,NA,72,4,4,4,1,19,NA,19
"NO9024779","2007","Norway","NO","Never married and not living with partner","0","A medium to large town","18-24","Upper secondary education (ISCED 3)","Male","Employed (includes on leave)",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,4,5,NA,1.25,2,1,2,2,2,NA,NA,NA,84,4,4,4,1,37,NA,37
"NO9024780","2007","Norway","NO","Married or living with partner","0","A medium to large town","25-34","Upper secondary education (ISCED 3)","Female","Employed (includes on leave)",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,NA,2,2,2,2,2,2,NA,NA,NA,80,2,2,4,2,38,4,42
"NO9024781","2007","Norway","NO","Never married and not living with partner","0","A medium to large town","18-24","Upper secondary education (ISCED 3)","Female","Student",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,4,5,NA,1.25,2,2,2,2,2,NA,NA,NA,80,NA,NA,NA,NA,12,NA,12
"NO9024782","2007","Norway","NO","Married or living with partner","1","A medium to large town","25-34","Tertiary education - first level (ISCED 5)","Female","Employed (includes on leave)",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,4,5,NA,1.25,2,2,2,3,2,NA,NA,NA,76,3,3,4,1,38,NA,38
"NO9024783","2007","Norway","NO","Widowed and not living with partner","3","A medium to large town","50-64","Primary education (ISCED 1)","Female","Unable to work - disability/illness",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,2,NA,2.5,2,2,5,5,2,NA,NA,NA,56,NA,NA,NA,NA,37,NA,37
"NO9024784","2007","Norway","NO","Married or living with partner","1","A medium to large town","35-49","Tertiary education - first level (ISCED 5)","Female","Employed (includes on leave)",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,4,5,NA,1.25,2,1,2,2,2,NA,NA,NA,84,3,3,4,1,35,NA,35
"NO9024785","2007","Norway","NO","Married or living with partner","2","A medium to large town","50-64","Primary education (ISCED 1)","Male","Employed (includes on leave)",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,2,2,NA,3,2,2,4,4,3,NA,NA,NA,60,5,5,5,1,38,NA,38
"NO9024786","2007","Norway","NO","Never married and not living with partner","0","A medium to large town","18-24","Upper secondary education (ISCED 3)","Female","Employed (includes on leave)",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,2,3,NA,2.5,1,1,1,3,1,NA,NA,NA,92,5,5,5,1,20,10,30
"NO9024787","2007","Norway","NO","Separated or divorced and not living with partner","0","A medium to large town","35-49","Upper secondary education (ISCED 3)","Male","Employed (includes on leave)",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,4,5,NA,2,2,2,3,2,2,NA,NA,NA,76,4,4,4,1,38,NA,38
"NO9024788","2007","Norway","NO","Never married and not living with partner","0","A medium to large town","18-24","Post-secondary including pre-vocational or vocational education but not tertiary (ISCED 4)","Male","Employed (includes on leave)",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,NA,1,1,1,1,1,1,NA,NA,NA,100,5,5,5,1,37,NA,37
"NO9024789","2007","Norway","NO","Widowed and not living with partner","3","A village/small town","65+","Lower secondary education (ISCED 2)","Male","Retired",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,NA,2,2,1,1,1,2,NA,NA,NA,92,NA,NA,NA,NA,40,NA,40
"NO9024790","2007","Norway","NO","Widowed and not living with partner","0","A village/small town","65+","Lower secondary education (ISCED 2)","Male","Retired",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,NA,NA,NA,2,2,3,2,3,NA,NA,NA,72,NA,NA,NA,NA,40,NA,40
"NO9024791","2007","Norway","NO","Never married and not living with partner","0","A village/small town","18-24","Upper secondary education (ISCED 3)","Male","Student",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,NA,2,2,2,1,1,2,NA,NA,NA,88,NA,NA,NA,NA,9,NA,9
"NO9024792","2007","Norway","NO","Married or living with partner","0","A village/small town","50-64","Tertiary education - first level (ISCED 5)","Male","Employed (includes on leave)",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,4,5,NA,1.25,3,3,5,4,3,NA,NA,NA,48,5,2,4,2,37,NA,37
"NO9024793","2007","Norway","NO","Married or living with partner","2","A village/small town","65+","Upper secondary education (ISCED 3)","Male","Retired",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,2,4,NA,2.5,2,1,1,1,1,NA,NA,NA,96,NA,NA,NA,NA,45,NA,45
"NO9024794","2007","Norway","NO","Separated or divorced and not living with partner","3","A village/small town","65+","Upper secondary education (ISCED 3)","Female","Employed (includes on leave)",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,NA,2,4,1,2,1,1,NA,NA,NA,84,1,4,5,2,37,6,43
"NO9024795","2007","Norway","NO","Married or living with partner","1","A village/small town","50-64","Tertiary education - first level (ISCED 5)","Male","Employed (includes on leave)",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,NA,2,2,2,2,2,2,NA,NA,NA,80,5,5,5,1,37,NA,37
"NO9024796","2007","Norway","NO","Never married and not living with partner","0","A village/small town","50-64","Tertiary education - first level (ISCED 5)","Male","Unable to work - disability/illness",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,3,NA,2.25,3,3,3,2,3,NA,NA,NA,64,NA,NA,NA,NA,37,NA,37
"NO9024797","2007","Norway","NO","Married or living with partner","0","A village/small town","65+","Lower secondary education (ISCED 2)","Female","Retired",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,NA,2,3,3,4,2,2,NA,NA,NA,64,NA,NA,NA,NA,37,NA,37
"NO9024798","2007","Norway","NO","Never married and not living with partner","0","A village/small town","35-49","Upper secondary education (ISCED 3)","Female","Employed (includes on leave)",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,3,3,NA,2.5,3,2,4,3,3,NA,NA,NA,60,4,2,4,2,20,NA,20
"NO9024799","2007","Norway","NO","Married or living with partner","3","A village/small town","65+","Tertiary education - first level (ISCED 5)","Male","Retired",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,5,NA,1.75,2,2,3,2,2,NA,NA,NA,76,NA,NA,NA,NA,40,NA,40
"NO9024800","2007","Norway","NO","Married or living with partner","2","A village/small town","65+","Primary education (ISCED 1)","Female","Retired",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,2,5,NA,2,2,2,2,2,2,NA,NA,NA,80,NA,NA,NA,NA,25,NA,25
"NO9024801","2007","Norway","NO","Widowed and not living with partner","3","A village/small town","50-64","Tertiary education - first level (ISCED 5)","Female","Employed (includes on leave)",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,4,5,NA,1.25,5,5,6,4,4,NA,NA,NA,24,4,4,3,1,38,NA,38
"NO9024802","2007","Norway","NO","Widowed and not living with partner","2","A village/small town","65+","Tertiary education - first level (ISCED 5)","Female","Retired",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,4,NA,NA,NA,2,2,5,3,5,NA,NA,NA,52,NA,NA,NA,NA,39,NA,39
"NO9024803","2007","Norway","NO","Married or living with partner","1","A village/small town","50-64","Lower secondary education (ISCED 2)","Male","Employed (includes on leave)",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,4,5,NA,1.5,3,4,5,5,5,NA,NA,NA,32,1,2,4,2,35,NA,35
"NO9024804","2007","Norway","NO","Separated or divorced and not living with partner","3","A village/small town","50-64","Tertiary education - first level (ISCED 5)","Female","Employed (includes on leave)",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,5,NA,1.75,2,2,2,2,3,NA,NA,NA,76,2,3,4,2,38,NA,38
"NO9024805","2007","Norway","NO","Widowed and not living with partner","2","A village/small town","65+","Lower secondary education (ISCED 2)","Female","Retired",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,4,5,NA,1.25,2,2,1,1,2,NA,NA,NA,88,NA,NA,NA,NA,40,NA,40
"NO9024806","2007","Norway","NO","Married or living with partner","2","A village/small town","35-49","Tertiary education - first level (ISCED 5)","Male","Employed (includes on leave)",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,2,NA,2.5,2,2,3,4,3,NA,NA,NA,64,4,4,4,1,38,NA,38
"NO9024807","2007","Norway","NO","Married or living with partner","3","A village/small town","65+","Tertiary education - first level (ISCED 5)","Female","Retired",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,5,5,NA,1.25,1,1,1,1,1,NA,NA,NA,100,NA,NA,NA,NA,38,NA,38
"NO9024808","2007","Norway","NO","Married or living with partner","1","A village/small town","65+","Tertiary education - first level (ISCED 5)","Male","Retired",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,4,5,NA,1.25,3,2,4,3,1,NA,NA,NA,68,NA,NA,NA,NA,50,NA,50
"NO9024809","2007","Norway","NO","Married or living with partner","1","A medium to large town","35-49","Upper secondary education (ISCED 3)","Female","Employed (includes on leave)",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,3,3,NA,2.5,3,3,6,6,5,NA,NA,NA,28,1,1,5,2,37,NA,37
"NO9024810","2007","Norway","NO","Widowed and not living with partner","1","A medium to large town","50-64","Tertiary education - first level (ISCED 5)","Female","Retired",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,NA,1,2,2,4,4,3,NA,NA,NA,60,NA,NA,NA,NA,45,NA,45
"NO9024811","2007","Norway","NO","Separated or divorced and not living with partner","2","A city or city suburb","35-49","Tertiary education - first level (ISCED 5)","Female","Employed (includes on leave)",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,4,5,NA,1.25,2,2,3,6,2,NA,NA,NA,60,2,4,4,2,37,NA,37
"NO9024812","2007","Norway","NO","Married or living with partner","2","A city or city suburb","50-64","Upper secondary education (ISCED 3)","Female","Homemaker",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,NA,1,1,3,3,1,1,NA,NA,NA,84,NA,NA,NA,NA,37,NA,37
"NO9024813","2007","Norway","NO","Never married and not living with partner","0","A city or city suburb","35-49","Tertiary education - first level (ISCED 5)","Female","Employed (includes on leave)",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,4,5,NA,1.25,2,2,3,5,5,NA,NA,NA,52,4,4,4,1,37,NA,37
"NO9024814","2007","Norway","NO","Never married and not living with partner","0","A city or city suburb","25-34","Upper secondary education (ISCED 3)","Female","Employed (includes on leave)",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4,4,NA,1.75,4,2,4,5,3,NA,NA,NA,48,1,2,5,2,37,NA,37
"NO9024815","2007","Norway","NO","Married or living with partner","3","A city or city suburb","50-64","Upper secondary education (ISCED 3)","Male","Employed (includes on leave)",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,5,NA,1.75,2,2,2,2,2,NA,NA,NA,80,4,3,4,1,37,NA,37
"NO9024816","2007","Norway","NO","Separated or divorced and not living with partner","2","A medium to large town","50-64","Tertiary education - first level (ISCED 5)","Female","Employed (includes on leave)",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,4,5,NA,1.25,4,3,2,5,2,NA,NA,NA,56,2,3,3,2,45,NA,45
"NO9024817","2007","Norway","NO","Married or living with partner","2","A city or city suburb","35-49","Tertiary education - first level (ISCED 5)","Male","Employed (includes on leave)",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,4,2,NA,2.25,2,2,2,2,2,NA,NA,NA,80,4,4,4,1,35,20,55
"NO9024818","2007","Norway","NO","Married or living with partner","0","A medium to large town","25-34","Tertiary education - first level (ISCED 5)","Male","Employed (includes on leave)",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,NA,2,2,2,3,3,4,NA,NA,NA,64,4,4,4,1,38,NA,38
"NO9024819","2007","Norway","NO","Married or living with partner","2","A medium to large town","35-49","Upper secondary education (ISCED 3)","Male","Employed (includes on leave)",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,2,NA,1.75,3,3,3,3,4,NA,NA,NA,56,4,4,4,1,38,NA,38
"NO9024820","2007","Norway","NO","Married or living with partner","2","A medium to large town","50-64","Tertiary education - first level (ISCED 5)","Male","Employed (includes on leave)",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,NA,1,2,2,2,2,2,NA,NA,NA,80,3,2,5,2,38,NA,38
"NO9024821","2007","Norway","NO","Married or living with partner","0","A medium to large town","25-34","Tertiary education - first level (ISCED 5)","Male","Employed (includes on leave)",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,5,NA,1.75,3,3,2,2,2,NA,NA,NA,72,4,4,4,1,38,NA,38
"NO9024822","2007","Norway","NO","Never married and not living with partner","0","A medium to large town","35-49","Tertiary education - first level (ISCED 5)","Female","Employed (includes on leave)",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,5,4,NA,1.5,2,1,1,1,2,NA,NA,NA,92,4,4,4,1,38,NA,38
"NO9024823","2007","Norway","NO","Married or living with partner","1","A medium to large town","25-34","Tertiary education - first level (ISCED 5)","Male","Employed (includes on leave)",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,NA,1,2,2,3,4,2,NA,NA,NA,68,3,2,4,2,38,NA,38
"NO9024824","2007","Norway","NO","Married or living with partner","1","A medium to large town","35-49","Tertiary education - first level (ISCED 5)","Male","Employed (includes on leave)",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,4,4,NA,1.5,2,2,2,1,1,NA,NA,NA,88,4,4,5,1,38,6,44
"NO9024825","2007","Norway","NO","Married or living with partner","3","A medium to large town","25-34","Tertiary education - first level (ISCED 5)","Female","Employed (includes on leave)",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,3,4,NA,1.75,2,2,4,5,3,NA,NA,NA,56,5,4,4,1,38,NA,38
"NO9024826","2007","Norway","NO","Married or living with partner","2","A medium to large town","35-49","Tertiary education - first level (ISCED 5)","Male","Employed (includes on leave)",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,4,5,NA,1.25,1,1,2,2,1,NA,NA,NA,92,2,1,4,2,38,1,39
"NO9024827","2007","Norway","NO","Married or living with partner","2","A medium to large town","35-49","Upper secondary education (ISCED 3)","Male","Unemployed",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,5,2,NA,2,4,3,5,5,4,NA,NA,NA,36,NA,NA,NA,NA,36,NA,36
"NO9024828","2007","Norway","NO","Never married and not living with partner","0","A medium to large town","50-64","Tertiary education - first level (ISCED 5)","Male","Employed (includes on leave)",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,NA,1,1,2,2,4,2,NA,NA,NA,76,2,4,5,2,50,NA,50
"NO9024829","2007","Norway","NO","Married or living with partner","2","The open countryside","50-64","Upper secondary education (ISCED 3)","Female","Employed (includes on leave)",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,4,3,NA,2.5,2,3,4,3,2,NA,NA,NA,64,4,4,4,1,20,NA,20
"NO9024830","2007","Norway","NO","Married or living with partner","2","The open countryside","25-34","Tertiary education - first level (ISCED 5)","Female","Employed (includes on leave)",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,NA,1,2,2,4,2,2,NA,NA,NA,72,1,2,4,2,35,NA,35
"NO9024831","2007","Norway","NO","Never married and not living with partner","0","The open countryside","25-34","Upper secondary education (ISCED 3)","Male","Employed (includes on leave)",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,4,3,NA,2,2,2,3,3,2,NA,NA,NA,72,2,2,3,2,38,7,45
"NO9024832","2007","Norway","NO","Married or living with partner","4","The open countryside","35-49","Upper secondary education (ISCED 3)","Male","Employed (includes on leave)",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,3,2,NA,2.75,2,2,2,2,3,NA,NA,NA,76,1,1,2,3,72,NA,72
"NO9024833","2007","Norway","NO","Married or living with partner","3","The open countryside","65+","Tertiary education - first level (ISCED 5)","Male","Retired",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,3,5,NA,2,2,2,3,4,2,NA,NA,NA,68,NA,NA,NA,NA,40,NA,40
"NO9024834","2007","Norway","NO","Married or living with partner","5 or more children","The open countryside","65+","Lower secondary education (ISCED 2)","Male","Retired",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,5,4,NA,1.5,1,1,2,2,2,NA,NA,NA,88,NA,NA,NA,NA,38,NA,38
"NO9024835","2007","Norway","NO","Never married and not living with partner","2","The open countryside","50-64","Upper secondary education (ISCED 3)","Male","Employed (includes on leave)",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,2,4,NA,2.25,2,1,5,1,5,NA,NA,NA,64,1,3,5,2,37,NA,37
"NO9024836","2007","Norway","NO","Widowed and not living with partner","4","The open countryside","65+","Primary education (ISCED 1)","Female","Retired",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,NA,2,2,5,2,2,5,NA,NA,NA,56,NA,NA,NA,NA,14,NA,14
"NO9024837","2007","Norway","NO","Married or living with partner","2","The open countryside","65+","Primary education (ISCED 1)","Male","Retired",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,3,4,NA,2,2,2,6,3,5,NA,NA,NA,48,NA,NA,NA,NA,50,NA,50
"NO9024838","2007","Norway","NO","Married or living with partner","2","The open countryside","50-64","Primary education (ISCED 1)","Male","Retired",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,4,5,NA,1.25,1,1,1,1,2,NA,NA,NA,96,NA,NA,NA,NA,34,NA,34
"NO9024839","2007","Norway","NO","Separated or divorced and not living with partner","2","The open countryside","50-64","Upper secondary education (ISCED 3)","Male","Employed (includes on leave)",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,4,NA,1.25,2,2,3,2,2,NA,NA,NA,76,4,4,4,1,40,NA,40
"NO9024840","2007","Norway","NO","Married or living with partner","2","The open countryside","50-64","Upper secondary education (ISCED 3)","Male","Employed (includes on leave)",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,4,5,NA,1.5,2,2,2,2,2,NA,NA,NA,80,4,4,4,1,33,NA,33
"NO9024841","2007","Norway","NO","Married or living with partner","3","The open countryside","50-64","Post-secondary including pre-vocational or vocational education but not tertiary (ISCED 4)","Male","Student",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,3,3,NA,2.75,4,5,5,5,3,NA,NA,NA,32,NA,NA,NA,NA,30,NA,30
"NO9024842","2007","Norway","NO","Married or living with partner","2","The open countryside","50-64","Upper secondary education (ISCED 3)","Male","Employed (includes on leave)",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,3,4,NA,2.25,2,3,4,3,3,NA,NA,NA,60,2,2,4,2,38,NA,38
"NO9024843","2007","Norway","NO","Married or living with partner","2","The open countryside","35-49","Upper secondary education (ISCED 3)","Female","Employed (includes on leave)",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,5,5,NA,1.25,2,3,3,2,3,NA,NA,NA,68,3,4,4,1,18,NA,18
"NO9024844","2007","Norway","NO","Married or living with partner","3","The open countryside","65+","Primary education (ISCED 1)","Female","Retired",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,4,5,NA,1.25,2,1,5,2,2,NA,NA,NA,72,NA,NA,NA,NA,18,NA,18
"NO9024845","2007","Norway","NO","Widowed and not living with partner","4","The open countryside","50-64","Lower secondary education (ISCED 2)","Female","Retired",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,4,4,NA,2.25,3,2,2,2,3,NA,NA,NA,72,NA,NA,NA,NA,18,NA,18
"NO9024846","2007","Norway","NO","Never married and not living with partner","0","The open countryside","50-64","Upper secondary education (ISCED 3)","Male","Employed (includes on leave)",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,4,3,NA,2,2,2,2,2,3,NA,NA,NA,76,4,5,5,1,35,NA,35
"NO9024847","2007","Norway","NO","Married or living with partner","2","The open countryside","35-49","Upper secondary education (ISCED 3)","Male","Employed (includes on leave)",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,4,4,NA,1.75,2,2,5,2,2,NA,NA,NA,68,2,3,5,2,38,NA,38
"NO9024848","2007","Norway","NO","Never married and not living with partner","0","The open countryside","18-24","Post-secondary including pre-vocational or vocational education but not tertiary (ISCED 4)","Male","Employed (includes on leave)",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,4,4,NA,1.75,3,2,2,4,2,NA,NA,NA,68,4,4,4,1,42,NA,42
"NO9024849","2007","Norway","NO","Married or living with partner","2","The open countryside","50-64","Tertiary education - advanced level (ISCED 6)","Female","Employed (includes on leave)",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,5,4,NA,3,5,4,6,6,2,NA,NA,NA,28,2,2,4,2,39,NA,39
"NO9024850","2007","Norway","NO","Never married and not living with partner","0","The open countryside","65+","Primary education (ISCED 1)","Female","Retired",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,NA,2,3,2,5,4,5,NA,NA,NA,44,NA,NA,NA,NA,40,NA,40
"NO9024851","2007","Norway","NO","Married or living with partner","2","The open countryside","35-49","Primary education (ISCED 1)","Male","Employed (includes on leave)",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,5,4,NA,1.5,2,2,2,3,3,NA,NA,NA,72,4,2,5,2,40,NA,40
"NO9024852","2007","Norway","NO","Married or living with partner","3","The open countryside","65+","Upper secondary education (ISCED 3)","Female","Retired",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,4,4,NA,1.5,2,1,4,3,2,NA,NA,NA,72,NA,NA,NA,NA,35,NA,35
