"country","gender","age","relationship_status","freedom_of_choice","satisfaction"
"Iraq","male",40,"widowed",8,1
"Iraq","female",48,"married",10,5
"Iraq","female",52,"married",10,5
"Iraq","female",28,"married",10,1
"Iraq","male",29,"married",7,10
"Iraq","male",38,"married",8,4
"Iraq","female",39,"single",6,2
"Iraq","female",18,"single",1,4
"Iraq","female",38,"married",10,2
"Iraq","female",37,"married",6,5
"Iraq","female",39,"married",8,5
"Iraq","male",49,"married",9,4
"Iraq","male",42,"married",5,5
"Iraq","male",50,"married",5,3
"Iraq","female",41,"married",7,4
"Iraq","female",33,"married",8,4
"Iraq","female",36,"married",9,5
"Iraq","female",48,"married",8,4
"Iraq","female",28,"married",7,4
"Iraq","male",36,"married",6,4
"Iraq","male",41,"married",7,3
"Iraq","male",46,"married",8,3
"Iraq","male",25,"single",8,3
"Iraq","female",30,"married",3,1
"Iraq","female",22,"single",4,3
"Iraq","male",19,"single",7,3
"Iraq","male",22,"married",5,2
"Iraq","male",25,"married",7,5
"Iraq","male",54,"married",6,5
"Iraq","male",27,"single",10,5
"Iraq","male",24,"single",6,5
"Iraq","male",37,"married",9,3
"Iraq","female",22,"single",10,8
"Iraq","female",50,"married",10,3
"Iraq","female",52,"married",8,9
"Iraq","female",33,"married",10,3
"Iraq","female",38,"married",6,5
"Iraq","male",28,"single",8,5
"Iraq","male",19,"single",6,3
"Iraq","male",25,"married",9,5
"Iraq","female",39,"married",7,5
"Iraq","male",35,"married",6,5
"Iraq","male",65,"married",10,3
"Iraq","male",30,"single",5,1
"Iraq","male",29,"married",7,5
"Iraq","male",36,"married",5,5
"Iraq","male",36,"married",4,5
"Iraq","male",21,"married",10,10
"Iraq","female",60,"married",7,3
"Iraq","female",35,"divorced",8,3
"Iraq","female",38,"married",5,5
"Iraq","female",18,"single",6,3
"Iraq","female",30,"married",8,4
"Iraq","female",30,"married",6,5
"Iraq","female",40,"single",6,3
"Iraq","female",36,"separated",5,1
"Iraq","male",41,"married",5,5
"Iraq","male",50,"married",5,5
"Iraq","male",23,"married",6,3
"Iraq","male",53,"single",6,3
"Iraq","male",33,"married",6,3
"Iraq","female",33,"married",7,4
"Iraq","male",36,"married",8,4
"Iraq","female",58,"married",6,4
"Iraq","female",65,"married",10,4
"Iraq","male",35,"married",6,3
"Iraq","male",55,"married",6,3
"Iraq","male",44,"married",5,5
"Iraq","male",44,"married",10,4
"Iraq","male",24,"single",5,2
"Iraq","male",45,"married",1,1
"Iraq","female",29,"married",10,2
"Iraq","female",54,"married",8,3
"Iraq","male",34,"married",6,2
"Iraq","male",26,"married",6,3
"Iraq","male",30,"single",8,4
"Iraq","female",34,"married",5,7
"Iraq","male",20,"single",2,2
"Iraq","male",26,"married",4,3
"Iraq","male",26,"single",6,5
"Iraq","male",35,"married",9,1
"Iraq","female",44,"married",5,3
"Iraq","male",42,"married",8,3
"Iraq","female",49,"married",3,3
"Iraq","female",37,"married",6,5
"Iraq","male",48,"married",7,1
"Iraq","female",52,"widowed",8,3
"Iraq","male",33,"married",9,5
"Iraq","male",47,"single",10,2
"Iraq","male",26,"single",7,5
"Iraq","male",28,"single",6,3
"Iraq","male",55,"married",10,4
"Iraq","male",49,"married",7,5
"Iraq","female",27,"married",6,4
"Iraq","male",29,"divorced",7,5
"Iraq","male",28,"single",6,1
"Iraq","female",20,"single",10,5
"Iraq","male",24,"single",8,2
"Iraq","male",48,"married",4,5
"Iraq","male",46,"married",8,4
"Iraq","male",22,"single",5,3
"Iraq","male",47,"married",10,4
"Iraq","male",26,"single",7,3
"Iraq","female",33,"married",7,3
"Iraq","female",29,"divorced",8,3
"Iraq","male",53,"married",9,9
"Iraq","female",28,"married",10,9
"Iraq","male",30,"married",10,6
"Iraq","female",47,"married",10,2
"Iraq","male",23,"single",4,5
"Iraq","male",44,"single",7,1
"Iraq","male",46,"married",7,7
"Iraq","male",28,"married",5,4
"Iraq","male",33,"married",5,10
"Iraq","female",38,"married",5,5
"Iraq","female",21,"single",8,5
"Iraq","female",44,"married",7,2
"Iraq","male",31,"married",8,8
"Iraq","male",30,"married",7,7
"Iraq","male",23,"single",4,5
"Iraq","male",23,"single",6,5
"Iraq","female",45,"married",7,8
"Iraq","male",23,"single",9,9
"Iraq","male",19,"single",5,3
"Iraq","male",46,"married",8,8
"Iraq","female",22,"single",7,5
"Japan","male",70,"married",8,7
"Japan","male",86,"married",7,8
"Japan","male",70,"married",6,7
"Japan","female",80,"widowed",2,1
"Japan","female",31,"married",8,9
"Japan","female",56,"married",5,5
"Japan","female",68,"married",4,6
"Japan","male",43,"married",5,8
"Japan","male",28,"single",5,4
"Japan","male",59,"married",7,8
"Japan","female",24,"single",7,8
"Japan","female",66,"married",5,7
"Japan","male",36,"single",5,5
"Japan","female",39,"married",6,5
"Japan","male",56,"married",8,8
"Japan","female",80,"divorced",5,5
"Japan","female",76,"married",5,5
"Japan","male",72,"married",7,7
"Japan","female",36,"married",6,8
"Japan","female",68,"divorced",8,9
"Japan","female",74,"widowed",7,8
"Japan","male",80,"married",6,8
"Japan","female",33,"married",8,8
"Japan","female",43,"married",8,9
"Japan","female",46,"married",3,5
"Japan","female",78,"widowed",6,5
"Japan","male",40,"divorced",7,6
"Japan","female",24,"single",7,8
"Japan","female",25,"single",7,6
"Japan","male",27,"single",3,4
"Japan","male",36,"married",6,5
"Japan","male",63,"married",7,8
"Japan","female",53,"married",7,8
"Japan","male",53,"married",7,8
"Japan","male",35,"single",8,8
"Japan","female",80,"married",4,7
"Japan","male",69,"married",6,7
"Japan","male",43,"married",3,4
"Japan","male",23,"single",7,8
"Japan","male",65,"married",5,5
"Japan","female",76,"widowed",8,8
"Japan","female",81,"widowed",6,7
"Japan","male",25,"single",5,7
"Japan","female",42,"married",4,6
"Japan","female",43,"married",7,6
"Japan","female",78,"married",6,7
"Japan","male",64,"married",4,5
"Japan","male",48,"married",9,8
"Japan","male",23,"single",6,6
"Japan","female",49,"single",5,6
"Japan","female",36,"married",8,8
"Japan","female",41,"married",8,8
"Japan","male",57,"married",7,7
"Japan","male",55,"married",3,3
"Japan","male",32,"married",8,7
"Japan","female",61,"married",5,7
"Japan","female",60,"married",7,7
"Japan","female",57,"married",5,8
"Japan","female",58,"married",8,8
"Japan","male",34,"single",4,3
"Japan","female",64,"married",3,5
"Japan","female",63,"widowed",2,7
"Japan","female",60,"widowed",5,5
"Japan","male",82,"married",6,6
"Japan","female",56,"married",4,4
"Japan","female",30,"married",9,7
"Japan","female",79,"married",6,8
"Japan","male",52,"married",8,7
"Japan","female",54,"married",5,5
"Japan","female",75,"married",6,8
"Japan","male",74,"married",5,4
"Japan","female",24,"single",10,8
"Japan","male",33,"married",4,5
"Japan","female",67,"married",3,5
"Japan","female",42,"married",8,7
"Japan","male",66,"married",7,8
"Japan","female",73,"married",4,8
"Japan","female",61,"living together as married",7,7
"Japan","male",50,"married",4,3
"Japan","female",35,"married",8,7
"Japan","female",37,"married",7,7
"Japan","male",35,"married",5,10
"Japan","female",32,"single",5,1
"Japan","female",58,"married",6,8
"Japan","male",47,"married",5,7
"Japan","female",63,"married",7,8
"Japan","male",81,"married",5,8
"Japan","male",53,"married",5,3
"Japan","male",57,"married",3,1
"Japan","female",88,"widowed",6,6
"Japan","male",76,"married",4,7
"Japan","female",77,"married",1,5
"Japan","female",77,"widowed",8,7
"Japan","male",66,"married",6,7
"Japan","female",57,"married",8,8
"Japan","female",55,"married",7,8
"Japan","female",50,"widowed",4,6
"Japan","male",77,"married",7,7
"Japan","male",53,"married",8,7
"Japan","female",62,"married",8,8
"Japan","male",50,"married",8,8
"Japan","male",55,"married",5,8
"Japan","male",55,"single",5,5
"Japan","male",43,"widowed",3,2
"Japan","male",45,"married",5,8
"Japan","male",27,"single",6,6
"Japan","female",67,"widowed",5,8
"Japan","male",69,"widowed",3,7
"Japan","male",57,"married",6,8
"Japan","female",49,"married",4,3
"Japan","female",63,"married",5,8
"Japan","female",82,"married",1,5
"Japan","male",49,"married",9,9
"Japan","female",36,"married",4,4
"Japan","male",82,"married",7,8
"Japan","male",25,"single",8,7
"Japan","female",46,"married",6,8
"Japan","female",66,"widowed",7,8
"Japan","female",28,"single",8,8
"Japan","male",40,"married",7,7
"Japan","female",67,"married",8,7
"Japan","female",19,"single",7,7
"Japan","male",80,"single",8,10
"Japan","female",57,"married",8,10
"Japan","male",54,"married",6,6
"Japan","male",63,"married",7,10
"Japan","female",91,"married",5,9
"Japan","female",56,"divorced",8,7
"Japan","male",79,"married",10,8
"Japan","female",23,"married",3,3
"Japan","male",31,"married",10,7
"Japan","male",69,"married",6,9
"Japan","male",67,"married",8,9
"Japan","male",57,"married",4,6
"Japan","male",32,"single",6,6
"Japan","male",41,"married",5,9
"Japan","female",54,"married",8,8
"Japan","female",19,"single",8,7
"Japan","female",53,"married",4,7
"Japan","female",32,"married",8,9
"Japan","female",64,"married",8,9
"Japan","female",48,"married",5,5
"Japan","male",47,"married",7,9
"Japan","female",47,"married",5,5
"Japan","male",38,"married",10,4
"Japan","female",43,"married",7,7
"Japan","male",72,"widowed",8,7
"Japan","female",25,"single",5,7
"Japan","female",64,"married",7,8
"Japan","male",65,"single",7,3
"Japan","female",58,"married",7,8
"Japan","female",26,"single",8,10
"Japan","female",57,"married",8,10
"Japan","female",58,"married",6,7
"Japan","female",71,"married",9,9
"Japan","male",48,"married",6,7
"Japan","female",55,"married",5,5
"Japan","male",52,"married",6,8
"Japan","female",80,"widowed",7,6
"Japan","male",37,"married",8,8
"Japan","female",73,"divorced",7,3
"Japan","male",79,"married",3,7
"Japan","female",32,"married",7,7
"Japan","male",63,"married",4,7
"Japan","female",80,"married",6,7
"Japan","male",45,"married",3,7
"Japan","male",43,"married",5,5
"Japan","male",80,"married",5,5
"Japan","female",44,"married",6,8
"Japan","female",39,"married",8,8
"Japan","male",35,"married",7,8
"Japan","male",77,"married",5,7
"Japan","female",55,"divorced",5,9
"Japan","female",63,"married",7,8
"Japan","male",21,"single",10,9
"Japan","male",42,"divorced",3,4
"Japan","male",57,"married",8,8
"Japan","female",59,"divorced",5,9
"Japan","male",60,"married",8,8
"Japan","male",49,"married",3,5
"Japan","male",51,"single",5,6
"Japan","male",61,"married",5,8
"Japan","male",81,"married",5,7
"Japan","male",39,"married",4,6
"Japan","female",77,"widowed",5,8
"Japan","female",25,"single",8,8
"Japan","female",75,"widowed",1,1
"Japan","female",59,"married",5,8
"Japan","male",45,"married",6,6
"Japan","male",81,"married",8,6
"Japan","male",57,"married",7,7
"Japan","female",47,"married",8,8
"Japan","male",72,"married",5,4
"Japan","male",49,"married",4,4
"Japan","male",46,"married",7,7
"Japan","male",44,"married",4,6
"Japan","male",72,"married",5,7
"Japan","female",43,"married",2,6
"Japan","male",46,"married",4,8
"Japan","female",85,"widowed",6,7
"Japan","male",39,"married",7,7
"Japan","female",65,"married",7,7
"Japan","female",55,"married",6,6
"Japan","female",31,"married",4,5
"Japan","male",77,"married",6,4
"Japan","female",46,"married",5,9
"Japan","female",37,"married",5,4
"Japan","male",59,"married",8,9
"Japan","male",37,"single",7,8
"Japan","male",66,"married",8,8
"Japan","female",57,"married",7,6
"Japan","female",41,"married",6,8
"Japan","male",71,"married",6,7
"Japan","female",22,"single",8,4
"Japan","female",81,"single",3,6
"Japan","male",65,"married",8,8
"Japan","female",53,"married",7,6
"Japan","female",82,"widowed",3,7
"Japan","female",60,"married",4,8
"Japan","male",72,"married",7,9
"Japan","female",43,"married",6,6
"Japan","male",53,"single",6,7
"Japan","female",54,"living together as married",7,5
"Japan","female",31,"married",5,9
"Japan","female",80,"married",5,6
"Japan","male",82,"married",8,7
"Japan","male",70,"married",6,9
"Japan","female",65,"married",5,8
"Japan","female",58,"married",5,6
"Japan","male",80,"married",7,6
"Japan","female",66,"married",5,6
"Japan","female",52,"married",6,9
"Japan","male",46,"married",10,7
"Japan","male",50,"married",9,8
"Japan","male",21,"single",8,7
"Japan","female",62,"married",8,7
"Japan","female",54,"married",8,8
"Japan","male",64,"married",2,6
"Japan","female",73,"married",5,8
"Japan","female",77,"divorced",8,8
"Japan","male",73,"married",10,10
"Japan","female",30,"single",5,7
"Japan","male",81,"married",5,6
"Japan","male",81,"widowed",5,7
"Japan","female",64,"married",5,10
"Japan","female",71,"widowed",4,8
"Japan","female",27,"married",4,6
"Japan","male",40,"married",10,10
"Japan","female",70,"widowed",7,7
"Japan","male",81,"widowed",4,5
"Japan","male",47,"married",6,9
"Japan","female",71,"married",3,5
"Japan","female",28,"married",3,2
"Japan","female",63,"married",7,7
"Japan","female",75,"married",5,10
"Japan","male",78,"married",3,5
"Japan","female",53,"married",7,8
"Japan","male",43,"married",8,9
"Japan","female",37,"married",4,8
"Japan","female",47,"married",7,6
"Japan","female",21,"single",8,9
"Japan","male",59,"married",8,9
"Japan","female",34,"married",7,7
"Japan","female",36,"married",8,9
"Japan","male",69,"married",5,5
"Japan","female",64,"married",5,8
"Japan","male",68,"married",8,9
"Japan","male",31,"married",6,8
"Japan","male",76,"divorced",1,9
"Japan","male",64,"married",8,10
"Japan","female",55,"married",5,6
"Japan","female",56,"married",8,5
"Japan","male",32,"single",4,5
"Japan","female",63,"married",3,5
"Japan","female",80,"married",5,7
"Japan","female",20,"single",7,7
"Japan","female",58,"married",7,7
"Japan","female",68,"single",5,7
"Japan","female",59,"married",7,9
"Japan","female",67,"widowed",6,6
"Japan","male",64,"married",4,5
"Japan","female",77,"widowed",5,8
"Japan","male",64,"married",6,7
"Japan","male",44,"married",7,6
"Japan","female",48,"married",7,8
"Japan","female",53,"divorced",10,7
"Japan","female",68,"married",7,8
"Japan","male",56,"single",5,7
"Japan","female",39,"married",8,7
"Japan","male",50,"single",8,8
"Japan","female",80,"married",5,4
"Japan","female",74,"married",7,8
"Japan","male",78,"widowed",6,7
"Japan","male",76,"married",5,5
"Japan","male",65,"married",8,8
"Japan","male",69,"married",5,4
"Japan","female",38,"married",8,8
"Japan","male",81,"married",7,7
"Japan","female",77,"married",8,8
"Japan","male",56,"married",5,5
"Japan","male",47,"married",9,8
"Japan","male",69,"married",2,6
"Japan","female",71,"married",7,8
"Japan","female",46,"married",4,5
"Japan","female",75,"divorced",4,3
"Japan","female",38,"married",8,9
"Japan","female",71,"married",5,10
"Japan","female",70,"married",1,1
"Japan","male",72,"married",3,3
"Japan","female",64,"married",7,8
"Japan","male",55,"married",7,8
"Japan","female",60,"married",5,8
"Japan","female",86,"widowed",8,8
"Japan","female",62,"married",7,7
"Japan","male",73,"married",5,5
"Japan","male",69,"married",10,8
"Japan","male",73,"married",5,7
"Japan","male",34,"married",4,9
"Japan","female",47,"married",5,8
"Japan","female",22,"single",7,7
"Japan","female",81,"married",10,10
"Japan","male",74,"married",5,5
"Japan","female",25,"married",4,6
"Japan","female",62,"married",6,6
"Japan","female",60,"married",3,9
"Japan","male",75,"married",4,6
"Japan","male",43,"married",7,6
"Japan","male",43,"single",7,7
"Japan","female",49,"married",8,8
"Japan","male",70,"married",2,1
"Japan","female",19,"single",8,8
"Japan","female",31,"single",6,4
"Japan","female",27,"married",7,8
"Japan","female",40,"married",6,7
"Japan","male",45,"single",5,2
"Japan","female",26,"married",5,8
"Japan","female",24,"single",7,5
"Japan","female",50,"single",8,7
"Japan","male",41,"married",8,8
"Japan","female",80,"married",7,7
"Japan","male",60,"married",5,5
"Japan","female",49,"married",6,6
"Japan","male",65,"married",5,9
"Japan","female",41,"married",3,1
"Japan","male",78,"married",8,8
"Japan","female",45,"married",8,10
"Japan","male",71,"single",7,7
"Japan","female",71,"married",8,9
"Japan","male",72,"married",5,3
"Japan","male",20,"single",6,7
"Japan","male",81,"married",7,8
"Japan","male",81,"married",7,7
"Japan","male",70,"married",6,8
"Japan","female",76,"married",8,9
"Japan","female",77,"married",5,7
"Japan","female",49,"married",1,1
"Japan","female",80,"widowed",8,8
"Japan","female",49,"married",7,6
"Japan","male",76,"married",4,7
"Japan","male",56,"married",5,7
"Japan","male",76,"married",4,6
"Japan","male",20,"single",5,6
"Japan","female",52,"married",5,7
"Japan","male",74,"married",2,9
"Japan","male",68,"married",2,6
"Japan","male",68,"divorced",7,5
"Japan","male",37,"married",7,7
"Japan","female",39,"divorced",3,5
"Japan","male",71,"married",7,7
"Japan","male",60,"divorced",6,9
"Japan","male",65,"married",3,2
"Japan","female",35,"married",7,8
"Japan","male",78,"married",3,5
"Japan","male",19,"single",5,5
"Japan","female",63,"married",7,7
"Japan","female",25,"single",6,5
"Japan","female",72,"single",8,8
"Japan","female",23,"married",3,7
"Japan","female",30,"married",5,6
"Japan","female",29,"married",1,8
"Japan","male",45,"single",6,4
"Japan","male",69,"married",6,7
"Japan","female",70,"married",9,9
"Japan","female",25,"single",7,8
"Japan","female",80,"widowed",10,10
"Japan","female",75,"married",5,5
"Japan","male",49,"married",8,10
"Japan","female",71,"married",6,7
"Japan","male",41,"married",5,7
"Japan","female",42,"married",8,4
"Japan","female",76,"married",3,7
"Japan","female",69,"widowed",5,8
"Japan","male",61,"married",7,8
"Japan","female",68,"married",5,7
"Japan","female",76,"divorced",4,4
"Japan","female",88,"widowed",7,8
"Japan","male",82,"married",7,8
"Japan","male",67,"married",6,8
"Japan","female",34,"married",10,9
"Japan","female",42,"divorced",7,8
"Japan","male",70,"married",3,6
"Japan","female",21,"single",4,4
"Japan","male",37,"married",10,8
"Japan","female",58,"married",10,10
"Japan","female",43,"single",7,6
"Japan","male",63,"married",7,8
"Japan","female",75,"married",6,7
"Japan","female",81,"married",7,7
"Japan","female",55,"married",7,9
"Japan","male",78,"married",7,6
"Japan","male",70,"married",4,8
"Japan","female",26,"single",5,7
"Japan","female",39,"married",7,7
"Japan","female",56,"married",5,4
"Japan","female",41,"married",6,6
"Japan","male",56,"married",2,5
"Japan","female",81,"divorced",5,5
"Japan","male",29,"married",8,9
"Japan","female",82,"widowed",8,10
"Japan","female",44,"married",9,10
"Japan","female",63,"widowed",5,3
"Japan","male",61,"married",10,2
"Japan","male",69,"married",8,7
"Japan","female",45,"married",6,6
"Japan","female",52,"divorced",5,7
"Japan","male",47,"married",10,8
"Japan","female",33,"married",8,8
"Japan","male",22,"single",7,8
"Japan","male",35,"single",5,5
"Japan","female",65,"married",9,8
"Japan","male",71,"married",4,8
"Japan","male",61,"married",6,7
"Japan","male",79,"married",4,4
"Japan","male",80,"married",5,6
"Japan","male",58,"married",5,7
"Japan","female",42,"married",8,8
"Japan","female",39,"married",5,7
"Japan","male",39,"married",2,2
"Japan","female",59,"married",7,6
"Japan","male",64,"divorced",4,3
"Japan","female",45,"married",6,6
"Japan","male",45,"married",8,5
"Japan","female",58,"married",7,7
"Japan","male",76,"married",7,7
"Japan","female",71,"separated",5,6
"Japan","male",71,"married",8,7
"Japan","male",80,"married",7,7
"Japan","female",70,"divorced",5,5
"Japan","female",46,"married",8,6
"Japan","male",66,"married",6,8
"Japan","female",44,"married",5,10
"Japan","female",71,"married",7,6
"Japan","male",70,"married",6,7
"Japan","female",64,"married",5,5
"Japan","male",82,"widowed",5,6
"Japan","female",50,"divorced",3,5
"Japan","female",80,"married",5,8
"Japan","female",71,"widowed",7,9
"Japan","female",82,"widowed",10,10
"Japan","female",23,"single",3,3
"Japan","male",38,"married",5,5
"Japan","female",59,"married",5,6
"Japan","female",70,"married",1,6
"Japan","female",53,"married",8,6
"Japan","male",40,"married",9,10
"Japan","female",42,"divorced",6,7
"Japan","male",70,"married",6,8
"Japan","female",61,"married",7,8
"Japan","male",39,"divorced",8,6
"Japan","male",59,"married",7,8
"Japan","female",40,"married",5,7
"Japan","male",60,"married",7,8
"Japan","female",32,"married",4,7
"Japan","female",22,"single",8,9
"Japan","male",64,"married",4,5
"Japan","female",81,"single",3,10
"Japan","female",69,"divorced",6,9
"Japan","female",73,"widowed",6,7
"Japan","female",82,"married",1,5
"Japan","female",42,"married",7,10
"Japan","female",62,"married",8,9
"Japan","male",78,"married",8,10
"Japan","female",81,"widowed",7,6
"Japan","female",36,"divorced",9,7
"Japan","male",49,"married",7,7
"Japan","male",76,"married",7,7
"Japan","male",80,"married",10,10
"Japan","male",48,"married",9,9
"Japan","male",55,"married",4,3
"Japan","male",66,"married",10,9
"Japan","male",65,"married",8,8
"Japan","female",52,"divorced",5,8
"Japan","female",45,"married",7,8
"Japan","male",65,"divorced",3,6
"Japan","male",81,"married",7,5
"Japan","male",66,"married",6,4
"Japan","female",63,"married",2,4
"Japan","female",52,"married",7,6
"Japan","male",19,"single",3,7
"Japan","male",45,"married",4,9
"Japan","male",54,"married",3,3
"Japan","female",62,"married",3,9
"Japan","male",61,"married",7,4
"Japan","female",39,"married",7,9
"Japan","female",48,"married",6,7
"Japan","female",82,"married",7,8
"Japan","male",94,"widowed",5,8
"Japan","female",66,"married",5,9
"Japan","male",82,"married",6,5
"Japan","female",45,"single",10,8
"Japan","female",60,"married",5,7
"Japan","male",60,"married",3,3
"Japan","male",54,"divorced",7,6
"Japan","male",45,"single",4,5
"Japan","male",64,"married",3,3
"Japan","male",69,"married",5,9
"Japan","female",60,"single",7,7
"Japan","male",71,"married",3,4
"Japan","female",54,"married",8,8
"Japan","male",73,"married",7,8
"Japan","male",75,"widowed",10,10
"Japan","male",41,"married",8,7
"Japan","male",57,"married",7,7
"Japan","female",34,"married",9,8
"Japan","female",33,"married",6,8
"Japan","male",28,"married",3,3
"Japan","female",67,"married",6,7
"Japan","male",59,"married",6,7
"Japan","female",91,"widowed",1,10
"Japan","female",46,"divorced",3,2
"Japan","male",46,"living together as married",7,5
"Japan","male",30,"divorced",3,2
"Japan","female",40,"married",3,8
"Japan","female",22,"single",10,5
"Japan","male",73,"married",3,6
"Japan","female",41,"married",8,7
"Japan","male",77,"married",8,8
"Japan","male",66,"married",5,9
"Japan","male",40,"married",7,6
"Japan","male",53,"married",7,7
"Japan","male",33,"married",8,5
"Japan","female",36,"single",4,6
"Japan","female",70,"married",7,7
"Japan","female",64,"divorced",5,7
"Japan","female",42,"married",8,8
"Japan","female",35,"married",8,8
"Japan","female",58,"married",8,8
"Japan","male",44,"married",4,4
"Japan","female",33,"single",3,3
"Japan","female",37,"married",7,9
"Japan","female",80,"married",6,7
"Japan","female",41,"married",7,9
"Japan","female",51,"married",8,8
"Japan","female",60,"married",8,9
"Japan","female",65,"married",6,8
"Japan","female",25,"single",7,7
"Japan","female",66,"married",7,7
"Japan","female",31,"married",8,8
"Japan","female",45,"married",6,9
"Japan","female",22,"single",10,10
"Japan","female",53,"married",5,4
"Japan","female",68,"married",4,3
"Japan","male",44,"married",8,8
"Japan","female",48,"married",5,6
"Japan","female",45,"married",5,7
"Japan","male",56,"married",1,1
"Japan","male",22,"single",7,8
"Japan","female",40,"married",5,5
"Japan","female",75,"married",7,4
"Japan","male",45,"married",3,6
"Japan","male",80,"married",8,9
"Japan","female",60,"married",4,7
"Japan","male",71,"married",8,9
"Japan","female",66,"widowed",2,6
"Japan","male",75,"married",5,8
"Japan","female",61,"married",8,8
"Japan","female",70,"married",5,5
"Japan","male",50,"divorced",3,3
"Japan","male",71,"married",4,9
"Japan","female",75,"married",7,7
"Japan","male",49,"living together as married",5,7
"Japan","female",56,"married",2,2
"Japan","female",74,"married",9,9
"Japan","female",80,"married",6,8
"Japan","male",57,"married",6,7
"Japan","male",51,"married",8,8
"Japan","male",68,"married",5,8
"Japan","female",33,"married",6,8
"Japan","female",25,"divorced",8,1
"Japan","male",70,"married",5,5
"Japan","male",77,"married",7,7
"Japan","male",81,"married",7,9
"Japan","female",60,"married",5,7
"Japan","female",71,"married",6,7
"Japan","female",37,"single",7,7
"Japan","male",34,"married",5,5
"Japan","female",20,"single",8,8
"Japan","male",51,"married",6,7
"Japan","female",82,"widowed",8,9
"Japan","male",74,"married",10,8
"Japan","female",40,"married",2,3
"Japan","female",20,"single",9,9
"Japan","male",80,"married",4,8
"Japan","male",39,"married",8,9
"Japan","female",72,"married",7,7
"Japan","female",66,"married",8,8
"Japan","female",82,"married",5,6
"Japan","female",19,"single",5,4
"Japan","female",71,"married",6,5
"Japan","female",46,"married",7,7
"Japan","male",76,"married",5,8
"Japan","female",45,"married",4,8
"Japan","female",47,"married",3,3
"Japan","male",52,"married",4,7
"Japan","male",81,"widowed",5,6
"Japan","female",43,"married",8,7
"Japan","male",63,"married",8,8
"Japan","male",40,"single",3,3
"Japan","female",33,"married",8,8
"Japan","male",21,"single",7,7
"Japan","female",28,"married",5,6
"Japan","female",45,"married",7,9
"Japan","male",48,"married",8,8
"Japan","female",60,"married",7,8
"Japan","male",79,"married",4,9
"Japan","male",69,"married",5,5
"Japan","male",48,"married",5,5
"Japan","male",18,"single",5,7
"Japan","male",53,"married",8,7
"Japan","male",32,"married",9,9
"Japan","female",76,"married",5,6
"Japan","female",55,"single",5,7
"Japan","female",66,"married",5,8
"Japan","female",73,"married",5,8
"Japan","male",53,"married",8,4
"Japan","male",39,"married",7,7
"Japan","female",60,"married",5,8
"Japan","male",54,"married",2,5
"Japan","female",74,"married",4,8
"Japan","female",30,"married",8,5
"Japan","male",49,"married",7,8
"Japan","male",52,"married",7,7
"Japan","male",36,"married",9,3
"Japan","male",68,"married",5,8
"Japan","male",39,"married",1,3
"Japan","female",65,"widowed",7,8
"Japan","female",42,"divorced",5,10
"Japan","female",59,"married",8,10
"Japan","female",81,"married",9,9
"Japan","female",35,"married",7,7
"Japan","female",61,"married",3,5
"Japan","female",82,"married",5,7
"Japan","male",44,"married",5,8
"Japan","male",53,"married",6,7
"Japan","female",69,"married",3,7
"Japan","male",63,"married",5,5
"Japan","female",72,"married",7,7
"Japan","female",69,"widowed",7,6
"Japan","male",40,"married",6,8
"Japan","male",53,"married",6,6
"Japan","female",80,"widowed",6,8
"Japan","male",81,"married",6,8
"Japan","male",68,"married",7,8
"Japan","male",64,"married",5,7
"Japan","male",36,"married",6,7
"Japan","female",56,"living together as married",9,5
"Japan","male",42,"married",8,8
"Japan","female",40,"married",7,8
"Japan","male",69,"married",4,5
"Japan","female",69,"married",2,4
"Japan","female",69,"widowed",8,8
"Japan","male",62,"married",8,8
"Japan","female",80,"widowed",5,7
"Japan","female",77,"widowed",7,10
"Japan","male",43,"divorced",10,6
"Japan","female",73,"married",4,6
"Japan","male",54,"married",5,10
"Japan","male",65,"single",8,9
"Japan","female",73,"married",4,7
"Japan","female",82,"widowed",10,9
"Japan","male",47,"living together as married",8,8
"Japan","female",51,"married",3,5
"Japan","female",75,"widowed",1,9
"Japan","male",56,"single",8,8
"Japan","female",42,"married",4,3
"Japan","female",60,"married",1,1
"Japan","female",42,"married",8,8
"Japan","male",60,"divorced",10,7
"Japan","female",74,"single",5,10
"Japan","male",75,"married",7,10
"Japan","male",64,"married",4,5
"Japan","female",63,"married",3,2
"Japan","male",55,"married",4,8
"Japan","male",63,"married",8,9
"Japan","male",21,"single",8,8
"Japan","male",48,"married",6,6
"Japan","male",53,"living together as married",8,7
"Japan","male",64,"married",6,7
"Japan","male",26,"married",7,9
"Japan","female",72,"married",6,8
"Japan","female",45,"married",7,7
"Japan","male",40,"married",8,9
"Japan","female",44,"married",9,7
"Japan","female",80,"divorced",4,8
"Japan","male",35,"married",6,6
"Japan","female",71,"married",5,5
"Japan","female",35,"married",7,8
"Japan","female",72,"married",7,7
"Japan","female",65,"divorced",5,7
"Japan","male",75,"married",7,8
"Japan","female",31,"married",7,8
"Japan","male",69,"widowed",7,8
"Japan","male",53,"married",6,6
"Japan","male",82,"married",7,9
"Japan","female",61,"widowed",10,9
"Japan","female",78,"married",6,8
"Japan","female",65,"married",7,9
"Japan","female",65,"widowed",5,5
"Japan","male",51,"single",5,5
"Japan","male",61,"married",9,8
"Japan","female",42,"divorced",7,7
"Japan","male",51,"married",5,8
"Japan","female",60,"married",7,7
"Japan","female",38,"married",5,8
"Japan","male",36,"married",9,8
