"Participant ID","Country name","Gender","Age","relationship_status","Freedom.of.Choice","Satisfaction-with-life"
368070451,"Iraq",0,26,"divorced",9,5
368070452,"Iraq",1,64,"married",9,4
368070453,"Iraq",0,61,"married",5,5
368070454,"Iraq",0,60,"married",10,4
368070455,"Iraq",0,60,"married",10,10
368070456,"Iraq",1,62,"married",5,4
368070457,"Iraq",0,63,"married",9,4
368070458,"Iraq",0,61,"single",8,5
368070459,"Iraq",1,60,"married",5,3
368070460,"Iraq",0,59,"married",9,4
368070461,"Iraq",1,53,"married",9,3
368070462,"Iraq",0,59,"married",7,5
368070463,"Iraq",0,65,"married",10,10
368070464,"Iraq",1,54,"widowed",9,4
368070465,"Iraq",1,61,"widowed",9,5
368070466,"Iraq",1,62,"single",9,4
368070467,"Iraq",1,64,"married",10,5
368070468,"Iraq",0,51,"married",10,3
368070469,"Iraq",0,65,"single",10,4
368070470,"Iraq",1,62,"married",10,3
368070471,"Iraq",0,61,"single",8,4
368070472,"Iraq",0,60,"single",8,5
368070473,"Iraq",1,61,"married",9,9
368070474,"Iraq",1,60,"married",9,9
368070475,"Iraq",1,62,"married",10,9
368070476,"Iraq",0,63,"single",9,4
368070477,"Iraq",0,61,"married",9,3
368070478,"Iraq",1,52,"widowed",10,5
368070479,"Iraq",1,64,"married",10,3
368070480,"Iraq",0,65,"married",7,5
368070481,"Iraq",1,31,"divorced",10,2
368070482,"Iraq",1,32,"married",1,1
368070483,"Iraq",1,54,"married",10,9
368070484,"Iraq",1,33,"married",1,4
368070485,"Iraq",1,64,"married",5,5
368070486,"Iraq",1,65,"single",6,5
368070487,"Iraq",1,60,"married",7,4
368070488,"Iraq",0,63,"married",7,5
368070489,"Iraq",1,64,"married",10,4
368070490,"Iraq",1,63,"widowed",10,5
368070491,"Iraq",0,58,"married",10,5
368070492,"Iraq",0,65,"married",8,3
368070493,"Iraq",1,65,"widowed",6,5
368070494,"Iraq",1,25,"married",10,4
368070495,"Iraq",1,26,"married",8,5
368070496,"Iraq",1,40,"married",5,4
368070497,"Iraq",1,23,"married",10,10
368070498,"Iraq",1,25,"single",10,3
368070499,"Iraq",1,26,"married",10,5
368070500,"Iraq",0,24,"married",10,10
368070501,"Iraq",0,63,"married",9,4
368070502,"Iraq",0,63,"married",7,4
368070503,"Iraq",0,20,"married",8,5
368070504,"Iraq",1,28,"married",3,3
368070505,"Iraq",1,53,"single",10,8
368070506,"Iraq",1,56,"widowed",8,4
368070507,"Iraq",0,28,"married",8,8
368070508,"Iraq",0,29,"single",8,4
368070509,"Iraq",0,59,"married",7,5
368070510,"Iraq",1,51,"widowed",6,8
368070511,"Iraq",0,21,"married",8,4
368070512,"Iraq",0,22,"married",9,8
368070513,"Iraq",0,65,"married",5,1
368070514,"Iraq",0,61,"married",7,3
368070515,"Iraq",0,26,"married",7,4
368070516,"Iraq",0,25,"single",5,4
368070517,"Iraq",1,29,"married",6,5
368070518,"Iraq",0,21,"single",5,10
368070519,"Iraq",1,27,"married",7,5
368070520,"Iraq",0,23,"married",10,7
368070521,"Iraq",1,28,"married",2,2
368070522,"Iraq",0,27,"married",3,3
368070523,"Iraq",0,48,"married",9,5
368070524,"Iraq",0,65,"single",10,10
368070525,"Iraq",0,65,"single",7,4
368070526,"Iraq",1,65,"married",8,5
368070527,"Iraq",1,63,"divorced",6,5
368070528,"Iraq",0,62,"married",9,4
368070529,"Iraq",0,60,"single",9,5
368070530,"Iraq",0,59,"single",7,5
368070531,"Iraq",1,56,"married",10,4
368070532,"Iraq",0,65,"married",9,5
368070533,"Iraq",0,19,"single",8,10
368070534,"Iraq",0,21,"single",7,8
368070535,"Iraq",0,26,"married",7,5
368070536,"Iraq",1,28,"married",10,3
368070537,"Iraq",1,28,"married",8,7
368070538,"Iraq",1,29,"divorced",8,3
368070539,"Iraq",0,18,"married",7,8
368070540,"Iraq",1,19,"married",8,5
368070541,"Iraq",0,22,"single",8,7
368070542,"Iraq",0,51,"married",5,6
368070543,"Iraq",0,43,"married",9,6
368070544,"Iraq",1,26,"married",6,8
368070545,"Iraq",0,24,"single",10,5
368070546,"Iraq",1,54,"married",10,3
368070547,"Iraq",1,27,"married",7,8
368070548,"Iraq",1,22,"single",7,6
368070549,"Iraq",0,46,"married",5,4
368070550,"Iraq",1,52,"married",5,3
368070551,"Iraq",0,52,"married",8,3
368070552,"Iraq",1,25,"married",7,5
368070553,"Iraq",1,54,"married",8,4
368070554,"Iraq",0,46,"married",9,4
368070555,"Iraq",1,28,"married",10,3
368070556,"Iraq",1,27,"married",8,3
368070557,"Iraq",0,28,"married",8,9
368070558,"Iraq",1,49,"married",4,5
368070559,"Iraq",1,55,"married",7,6
368070560,"Iraq",0,23,"married",2,5
368070561,"Iraq",1,52,"widowed",6,5
368070562,"Iraq",0,29,"married",9,4
368070563,"Iraq",1,43,"married",7,4
368070564,"Iraq",1,18,"married",7,3
368070565,"Iraq",1,19,"married",8,5
368070566,"Iraq",0,43,"married",7,7
368070567,"Iraq",0,28,"married",6,8
368070568,"Iraq",1,29,"married",10,4
368070569,"Iraq",1,20,"married",7,8
368070570,"Iraq",0,29,"married",6,4
368070571,"Iraq",0,28,"married",10,4
368070572,"Iraq",1,20,"single",8,4
368070573,"Iraq",1,52,"widowed",8,3
368070574,"Iraq",0,25,"single",6,4
368070575,"Iraq",1,23,"married",8,4
368070576,"Iraq",1,21,"separated",7,4
368070577,"Iraq",0,25,"married",7,4
368070578,"Iraq",0,27,"single",8,5
368070579,"Iraq",1,23,"married",5,8
368070580,"Iraq",1,62,"married",7,3
368070581,"Iraq",1,62,"married",5,8
368070582,"Iraq",0,20,"single",2,5
368070583,"Iraq",1,61,"married",2,2
368070584,"Iraq",0,29,"married",8,3
368070585,"Iraq",1,24,"married",6,5
368070586,"Iraq",0,55,"married",6,4
368070587,"Iraq",0,58,"married",6,1
368070588,"Iraq",0,27,"married",10,5
368070589,"Iraq",0,21,"married",8,5
368070590,"Iraq",0,21,"single",4,5
368070591,"Iraq",0,60,"single",2,1
368070592,"Iraq",0,52,"married",5,3
368070593,"Iraq",0,41,"married",8,7
368070594,"Iraq",1,25,"married",10,5
368070595,"Iraq",0,22,"single",8,5
368070596,"Iraq",1,26,"married",8,7
368070597,"Iraq",0,51,"married",5,3
368070598,"Iraq",0,45,"married",8,4
368070599,"Iraq",1,27,"married",8,3
368070600,"Iraq",0,27,"married",8,4
368070601,"Iraq",0,44,"married",10,4
368070602,"Iraq",1,24,"married",10,6
368070603,"Iraq",0,25,"married",10,10
368070604,"Iraq",0,22,"married",7,5
368070605,"Iraq",1,48,"married",10,5
368070606,"Iraq",0,51,"married",10,5
368070607,"Iraq",1,28,"married",6,4
368070608,"Iraq",0,28,"married",8,7
368070609,"Iraq",0,45,"married",7,4
368070610,"Iraq",1,28,"single",5,3
368070611,"Iraq",1,24,"married",5,5
368070612,"Iraq",0,29,"married",8,9
368070613,"Iraq",0,26,"married",6,3
368070614,"Iraq",1,42,"married",5,5
368070615,"Iraq",1,46,"married",5,5
368070616,"Iraq",1,26,"divorced",3,2
368070617,"Iraq",1,46,"married",4,5
368070618,"Iraq",0,21,"single",8,2
368070619,"Iraq",1,44,"married",5,10
368070620,"Iraq",1,47,"married",5,5
368070621,"Iraq",1,19,"married",3,5
368070622,"Iraq",1,56,"married",7,8
368070623,"Iraq",1,55,"married",7,9
368070624,"Iraq",0,54,"married",10,5
368070625,"Iraq",1,18,"married",6,3
368070626,"Iraq",0,26,"single",5,1
368070627,"Iraq",1,43,"married",8,4
368070628,"Iraq",1,22,"married",8,5
368070629,"Iraq",1,63,"married",9,5
368070630,"Iraq",0,20,"single",7,8
368070631,"Iraq",0,22,"married",10,4
368070632,"Iraq",0,20,"married",5,5
368070633,"Iraq",0,50,"married",10,2
368070634,"Iraq",1,40,"married",5,5
368070635,"Iraq",1,21,"married",8,3
368070636,"Iraq",1,62,"married",10,5
368070637,"Iraq",1,21,"married",8,8
368070638,"Iraq",1,23,"married",5,2
368070639,"Iraq",1,44,"married",7,8
368070640,"Iraq",1,61,"married",9,5
368070641,"Iraq",1,24,"married",10,2
368070642,"Iraq",1,23,"single",6,9
368070643,"Iraq",0,24,"married",9,6
368070644,"Iraq",0,29,"single",9,5
368070645,"Iraq",0,45,"married",9,5
368070646,"Iraq",1,22,"single",6,2
368070647,"Iraq",0,27,"married",9,5
368070648,"Iraq",1,49,"married",9,4
368070649,"Iraq",1,24,"married",6,5
368070650,"Iraq",1,25,"married",8,4
368070651,"Iraq",1,26,"married",9,5
368070652,"Iraq",0,56,"married",5,5
368070653,"Iraq",1,27,"married",9,10
368070654,"Iraq",0,56,"married",5,3
368070655,"Iraq",1,28,"widowed",5,5
368070656,"Iraq",0,29,"single",5,3
368070657,"Iraq",1,49,"married",7,3
368070658,"Iraq",1,40,"married",5,4
368070659,"Iraq",0,49,"married",3,4
368070660,"Iraq",1,24,"married",2,4
368070661,"Iraq",0,47,"married",10,5
368070662,"Iraq",0,23,"single",9,10
368070663,"Iraq",0,19,"single",10,4
368070664,"Iraq",0,22,"single",10,10
368070665,"Iraq",0,24,"single",1,4
368070666,"Iraq",1,47,"married",5,5
368070667,"Iraq",1,23,"single",8,2
368070668,"Iraq",0,19,"married",9,5
368070669,"Iraq",1,45,"married",9,3
368070670,"Iraq",1,24,"single",5,5
368070671,"Iraq",1,20,"married",3,4
368070672,"Iraq",1,18,"married",9,4
368070673,"Iraq",0,27,"single",9,4
368070674,"Iraq",1,38,"married",5,3
368070675,"Iraq",0,25,"single",8,1
368070676,"Iraq",1,21,"married",10,4
368070677,"Iraq",1,21,"married",9,4
368070678,"Iraq",1,63,"married",6,5
368070679,"Iraq",0,38,"married",10,7
368070680,"Iraq",1,55,"widowed",6,3
368070681,"Iraq",1,18,"married",5,3
368070682,"Iraq",0,43,"married",8,2
368070683,"Iraq",0,46,"separated",3,3
368070684,"Iraq",0,20,"divorced",10,4
368070685,"Iraq",0,57,"married",8,4
368070686,"Iraq",0,65,"married",8,4
368070687,"Iraq",1,65,"widowed",6,4
368070688,"Iraq",1,27,"married",5,2
368070689,"Iraq",1,49,"widowed",5,5
368070690,"Iraq",1,47,"married",9,3
368070691,"Iraq",1,44,"married",10,4
368070692,"Iraq",1,58,"married",2,4
368070693,"Iraq",0,18,"single",7,4
368070694,"Iraq",1,61,"widowed",10,10
368070695,"Iraq",0,24,"single",6,4
368070696,"Iraq",1,54,"married",5,4
368070697,"Iraq",1,19,"married",9,5
368070698,"Iraq",1,27,"married",5,4
368070699,"Iraq",1,20,"married",8,3
368070700,"Iraq",1,58,"married",8,4
368070701,"Iraq",1,23,"married",6,4
368070702,"Iraq",1,20,"married",2,5
368070703,"Iraq",1,26,"married",5,5
368070704,"Iraq",1,21,"single",8,4
368070705,"Iraq",1,18,"married",9,5
368070706,"Iraq",1,65,"married",2,3
368070707,"Iraq",0,19,"single",5,5
368070708,"Iraq",1,23,"single",8,8
368070709,"Iraq",0,50,"married",10,10
368070710,"Iraq",1,24,"married",5,5
368070711,"Iraq",0,41,"married",10,4
368070712,"Iraq",1,18,"married",6,3
368070713,"Iraq",0,43,"married",9,9
368070714,"Iraq",0,43,"married",6,5
368070715,"Iraq",1,21,"married",9,5
368070716,"Iraq",1,45,"married",7,4
368070717,"Iraq",1,29,"married",10,10
368070718,"Iraq",1,27,"married",5,3
368070719,"Iraq",0,58,"married",7,5
368070720,"Iraq",0,25,"married",9,4
368070721,"Iraq",1,37,"married",7,3
368070722,"Iraq",1,45,"married",8,4
368070723,"Iraq",1,34,"married",3,4
368070724,"Iraq",1,50,"married",5,5
368070725,"Iraq",0,43,"married",9,3
368070726,"Iraq",0,52,"married",9,4
368070727,"Iraq",1,29,"single",5,10
368070728,"Iraq",1,39,"married",5,5
368070729,"Iraq",1,20,"married",5,4
368070730,"Iraq",1,46,"married",5,5
368070731,"Iraq",0,42,"married",9,4
368070732,"Iraq",1,21,"single",5,6
368070733,"Iraq",1,24,"separated",1,1
368070734,"Iraq",1,28,"married",9,4
368070735,"Iraq",0,49,"married",8,3
368070736,"Iraq",0,61,"married",10,4
368070737,"Iraq",1,45,"married",5,3
368070738,"Iraq",0,41,"married",7,5
368070739,"Iraq",1,28,"married",9,4
368070740,"Iraq",1,53,"widowed",4,4
368070741,"Iraq",1,23,"single",4,4
368070742,"Iraq",1,61,"married",6,4
368070743,"Iraq",1,29,"married",7,5
368070744,"Iraq",0,60,"married",9,4
368070745,"Iraq",0,23,"married",4,5
368070746,"Iraq",1,29,"single",8,5
368070747,"Iraq",0,28,"married",7,4
368070748,"Iraq",1,45,"divorced",3,5
368070749,"Iraq",1,35,"married",2,2
368070750,"Iraq",1,43,"married",4,5
368070751,"Iraq",1,38,"married",5,5
368070752,"Iraq",0,36,"married",5,4
368070753,"Iraq",0,23,"single",6,3
368070754,"Iraq",0,31,"married",1,2
368070755,"Iraq",0,33,"married",8,3
368070756,"Iraq",1,28,"single",6,3
368070757,"Iraq",0,35,"married",10,10
368070758,"Iraq",0,39,"married",6,3
368070759,"Iraq",1,31,"single",7,3
368070760,"Iraq",1,49,"married",3,3
368070761,"Iraq",1,19,"single",9,4
368070762,"Iraq",1,37,"married",2,3
368070763,"Iraq",0,30,"married",8,2
368070764,"Iraq",1,26,"married",5,1
368070765,"Iraq",1,48,"married",6,4
368070766,"Iraq",1,20,"single",5,3
368070767,"Iraq",0,31,"married",9,4
368070768,"Iraq",0,18,"single",5,3
368070769,"Iraq",1,42,"married",6,4
368070770,"Iraq",1,49,"married",9,10
368070771,"Iraq",0,35,"married",8,3
368070772,"Iraq",1,32,"married",7,8
368070773,"Iraq",1,48,"divorced",5,3
368070774,"Iraq",1,28,"married",8,5
368070775,"Iraq",1,33,"married",6,4
368070776,"Iraq",0,35,"married",6,4
368070777,"Iraq",1,24,"single",5,5
368070778,"Iraq",1,21,"single",6,1
368070779,"Iraq",0,46,"married",8,7
368070780,"Iraq",0,18,"single",6,4
368070781,"Iraq",0,32,"married",4,4
368070782,"Iraq",0,38,"married",7,4
368070783,"Iraq",0,19,"single",9,3
368070784,"Iraq",1,29,"separated",5,4
368070785,"Iraq",1,52,"married",3,4
368070786,"Iraq",0,36,"married",3,5
368070787,"Iraq",1,39,"married",7,3
368070788,"Iraq",0,23,"married",7,7
368070789,"Iraq",1,28,"single",5,5
368070790,"Iraq",1,23,"single",6,3
368070791,"Iraq",1,48,"married",5,5
368070792,"Iraq",1,36,"married",9,6
368070793,"Iraq",0,28,"married",9,4
368070794,"Iraq",0,42,"married",6,4
368070795,"Iraq",1,32,"married",10,4
368070796,"Iraq",0,40,"married",6,3
368070797,"Iraq",1,23,"married",7,3
368070798,"Iraq",0,43,"married",8,5
368070799,"Iraq",1,35,"single",3,2
368070800,"Iraq",1,32,"married",2,3
368070801,"Iraq",1,36,"married",6,5
368070802,"Iraq",0,35,"married",5,4
368070803,"Iraq",1,63,"widowed",10,5
368070804,"Iraq",1,35,"married",5,1
368070805,"Iraq",1,23,"single",2,2
368070806,"Iraq",0,33,"divorced",10,3
368070807,"Iraq",0,21,"single",6,5
368070808,"Iraq",1,52,"married",1,1
368070809,"Iraq",1,36,"married",8,8
368070810,"Iraq",1,44,"married",6,5
368070811,"Iraq",1,28,"single",6,5
368070812,"Iraq",1,34,"married",6,5
368070813,"Iraq",1,21,"single",9,4
368070814,"Iraq",0,19,"single",4,4
368070815,"Iraq",0,18,"single",8,3
368070816,"Iraq",1,47,"married",10,7
368070817,"Iraq",1,38,"married",4,3
368070818,"Iraq",1,27,"married",8,5
368070819,"Iraq",1,34,"married",7,4
368070820,"Iraq",1,43,"single",2,8
368070821,"Iraq",0,30,"married",9,3
368070822,"Iraq",1,44,"married",5,5
368070823,"Iraq",0,38,"married",5,3
368070824,"Iraq",0,48,"married",8,7
368070825,"Iraq",0,43,"married",7,5
368070826,"Iraq",0,28,"married",8,5
368070827,"Iraq",0,33,"married",5,4
368070828,"Iraq",0,48,"married",8,4
368070829,"Iraq",0,35,"married",8,3
368070830,"Iraq",0,37,"married",8,7
368070831,"Iraq",0,48,"married",4,5
368070832,"Iraq",1,32,"married",6,1
368070833,"Iraq",0,31,"married",6,1
368070834,"Iraq",1,48,"married",9,5
368070835,"Iraq",0,43,"married",10,4
368070836,"Iraq",1,32,"married",1,1
368070837,"Iraq",1,26,"single",3,4
368070838,"Iraq",0,33,"married",1,1
368070839,"Iraq",1,44,"widowed",7,4
368070840,"Iraq",0,39,"married",8,4
368070841,"Iraq",1,23,"married",8,4
368070842,"Iraq",1,18,"single",6,5
368070843,"Iraq",1,45,"married",1,1
368070844,"Iraq",1,40,"married",5,1
368070845,"Iraq",1,30,"single",10,4
368070846,"Iraq",1,25,"married",5,5
368070847,"Iraq",0,34,"married",8,4
368070848,"Iraq",0,37,"married",10,7
368070849,"Iraq",1,33,"married",6,3
368070850,"Iraq",0,48,"married",4,3
368070851,"Iraq",0,30,"married",9,4
368070852,"Iraq",0,21,"single",3,5
368070853,"Iraq",1,19,"single",5,5
368070854,"Iraq",1,30,"married",5,3
368070855,"Iraq",1,50,"married",10,4
368070856,"Iraq",1,35,"married",10,5
368070857,"Iraq",1,45,"married",10,4
368070858,"Iraq",1,43,"married",5,6
368070859,"Iraq",0,28,"single",2,2
368070860,"Iraq",0,38,"married",9,2
368070861,"Iraq",0,44,"married",1,1
368070862,"Iraq",1,30,"single",4,5
368070863,"Iraq",1,43,"married",5,3
368070864,"Iraq",1,58,"widowed",7,5
368070865,"Iraq",1,29,"married",5,1
368070866,"Iraq",1,22,"single",1,5
368070867,"Iraq",1,46,"married",7,5
368070868,"Iraq",1,18,"single",10,5
368070869,"Iraq",1,29,"married",5,2
368070870,"Iraq",1,22,"single",1,5
368070871,"Iraq",1,46,"married",5,4
368070872,"Iraq",1,34,"married",4,3
368070873,"Iraq",1,38,"married",10,3
368070874,"Iraq",1,38,"married",9,4
368070875,"Iraq",1,38,"married",8,4
368070876,"Iraq",1,34,"married",6,5
368070877,"Iraq",1,23,"single",2,4
368070878,"Iraq",0,62,"married",8,4
368070879,"Iraq",1,31,"married",9,9
368070880,"Iraq",1,20,"single",9,9
368070881,"Iraq",1,39,"married",8,4
368070882,"Iraq",0,46,"married",3,4
368070883,"Iraq",1,53,"married",5,4
368070884,"Iraq",0,64,"married",7,5
368070885,"Iraq",0,38,"married",8,5
368070886,"Iraq",0,39,"married",10,5
368070887,"Iraq",1,62,"married",3,3
368070888,"Iraq",0,18,"single",4,3
368070889,"Iraq",1,43,"married",7,7
368070890,"Iraq",0,38,"single",8,7
368070891,"Iraq",1,50,"married",6,5
368070892,"Iraq",1,23,"married",7,5
368070893,"Iraq",1,18,"single",7,5
368070894,"Iraq",1,28,"married",5,5
368070895,"Iraq",1,58,"married",6,4
368070896,"Iraq",0,27,"married",8,5
368070897,"Iraq",0,30,"married",6,7
368070898,"Iraq",1,64,"widowed",5,3
368070899,"Iraq",0,47,"married",9,6
368070900,"Iraq",1,35,"married",6,3
368070901,"Iraq",0,53,"married",4,5
368070902,"Iraq",0,55,"married",7,5
368070903,"Iraq",0,64,"married",3,3
368070904,"Iraq",0,33,"married",9,5
368070905,"Iraq",0,30,"married",8,5
368070906,"Iraq",0,63,"married",7,4
368070907,"Iraq",1,21,"married",4,4
368070908,"Iraq",1,45,"married",5,5
368070909,"Iraq",1,35,"married",5,3
368070910,"Iraq",0,27,"married",9,5
368070911,"Iraq",0,35,"married",4,3
368070912,"Iraq",0,41,"married",6,5
368070913,"Iraq",1,57,"divorced",6,5
368070914,"Iraq",0,36,"married",9,5
368070915,"Iraq",0,45,"married",10,4
368070916,"Iraq",0,60,"married",7,3
368070917,"Iraq",0,28,"married",7,4
368070918,"Iraq",1,23,"married",6,4
368070919,"Iraq",0,64,"married",10,3
368070920,"Iraq",0,27,"married",10,4
368070921,"Iraq",1,60,"married",6,5
368070922,"Iraq",0,19,"single",5,8
368070923,"Iraq",0,38,"married",7,4
368070924,"Iraq",0,32,"married",8,4
368070925,"Iraq",1,41,"married",7,3
368070926,"Iraq",1,21,"single",6,3
368070927,"Iraq",1,51,"married",8,3
368070928,"Iraq",0,28,"married",7,3
368070929,"Iraq",0,30,"married",6,3
368070930,"Iraq",0,31,"single",6,4
368070931,"Iraq",1,45,"married",6,3
368070932,"Iraq",1,38,"married",7,6
368070933,"Iraq",0,62,"married",7,3
368070934,"Iraq",0,27,"married",7,5
368070935,"Iraq",0,23,"married",10,3
368070936,"Iraq",0,36,"married",10,4
368070937,"Iraq",1,40,"married",6,3
368070938,"Iraq",0,47,"married",8,6
368070939,"Iraq",0,18,"single",8,7
368070940,"Iraq",1,20,"single",7,4
368070941,"Iraq",1,48,"married",6,3
368070942,"Iraq",1,22,"single",8,5
368070943,"Iraq",1,54,"married",6,4
368070944,"Iraq",0,49,"married",10,4
368070945,"Iraq",0,36,"married",9,8
368070946,"Iraq",1,29,"single",4,4
368070947,"Iraq",0,59,"married",8,5
368070948,"Iraq",0,28,"married",7,4
368070949,"Iraq",1,46,"married",5,3
368070950,"Iraq",0,50,"married",5,5
368070951,"Iraq",0,32,"married",7,5
368070952,"Iraq",0,38,"single",9,3
368070953,"Iraq",0,18,"single",4,8
368070954,"Iraq",0,26,"married",8,8
368070955,"Iraq",0,55,"married",6,4
368070956,"Iraq",1,45,"married",4,5
368070957,"Iraq",1,23,"married",4,3
368070958,"Iraq",0,18,"single",4,3
368070959,"Iraq",1,43,"married",7,3
368070960,"Iraq",0,60,"married",9,3
368070961,"Iraq",0,49,"married",8,4
368070962,"Iraq",1,45,"married",5,5
368070963,"Iraq",1,47,"married",6,3
368070964,"Iraq",0,46,"married",8,4
368070965,"Iraq",0,60,"married",8,7
368070966,"Iraq",1,33,"married",7,3
368070967,"Iraq",0,18,"single",7,4
368070968,"Iraq",0,25,"single",5,5
368070969,"Iraq",0,37,"married",5,4
368070970,"Iraq",1,48,"married",4,5
368070971,"Iraq",1,41,"married",8,4
368070972,"Iraq",1,27,"married",10,3
368070973,"Iraq",1,40,"single",6,5
368070974,"Iraq",1,60,"married",6,5
368070975,"Iraq",0,33,"married",8,7
368070976,"Iraq",0,38,"married",8,6
368070977,"Iraq",1,50,"married",5,4
368070978,"Iraq",0,26,"married",5,5
368070979,"Iraq",0,39,"married",10,4
368070980,"Iraq",1,28,"married",10,5
368070981,"Iraq",1,43,"married",7,3
368070982,"Iraq",1,33,"married",7,4
368070983,"Iraq",0,53,"married",8,5
368070984,"Iraq",0,38,"married",8,4
368070985,"Iraq",0,25,"single",8,6
368070986,"Iraq",1,64,"married",5,5
368070987,"Iraq",0,35,"married",6,3
368070988,"Iraq",1,53,"married",6,5
368070989,"Iraq",1,43,"married",4,3
368070990,"Iraq",0,54,"married",7,3
368070991,"Iraq",0,21,"married",7,5
368070992,"Iraq",0,38,"married",6,3
368070993,"Iraq",1,47,"married",4,4
368070994,"Iraq",0,59,"married",5,4
368070995,"Iraq",1,43,"married",5,5
368070996,"Iraq",1,48,"married",5,5
368070997,"Iraq",1,35,"married",7,5
368070998,"Iraq",0,39,"married",6,3
368070999,"Iraq",0,34,"married",5,5
368071000,"Iraq",0,36,"married",6,3
368071001,"Iraq",1,20,"single",5,5
368071002,"Iraq",1,32,"married",7,3
368071003,"Iraq",1,34,"single",5,3
368071004,"Iraq",1,20,"single",7,5
368071005,"Iraq",1,28,"married",5,4
368071006,"Iraq",1,46,"separated",8,5
368071007,"Iraq",1,36,"married",3,5
368071008,"Iraq",0,23,"single",7,4
368071009,"Iraq",0,50,"married",6,3
368071010,"Iraq",0,47,"married",5,5
368071011,"Iraq",1,36,"married",5,3
368071012,"Iraq",0,18,"single",8,3
368071013,"Iraq",0,45,"married",8,4
368071014,"Iraq",0,18,"single",5,4
368071015,"Iraq",1,18,"single",5,4
368071016,"Iraq",1,38,"married",9,3
368071017,"Iraq",1,36,"married",7,3
368071018,"Iraq",0,53,"married",5,5
368071019,"Iraq",0,30,"married",8,5
368071020,"Iraq",0,40,"divorced",10,4
368071021,"Iraq",0,52,"married",6,4
368071022,"Iraq",0,51,"married",6,3
368071023,"Iraq",0,58,"married",6,3
368071024,"Iraq",0,60,"married",10,5
368071025,"Iraq",1,41,"married",8,4
368071026,"Iraq",0,63,"married",3,2
368071027,"Iraq",0,41,"married",6,2
368071028,"Iraq",1,18,"single",10,3
368071029,"Iraq",1,34,"married",8,2
368071030,"Iraq",1,48,"married",7,3
368071031,"Iraq",0,19,"married",6,3
368071032,"Iraq",1,29,"married",7,10
368071033,"Iraq",1,39,"single",6,4
368071034,"Iraq",0,29,"married",7,5
368071035,"Iraq",0,25,"single",6,4
368071036,"Iraq",0,19,"single",5,5
368071037,"Iraq",0,55,"married",5,5
368071038,"Iraq",1,48,"married",6,3
368071039,"Iraq",1,30,"married",7,4
368071040,"Iraq",0,48,"married",5,5
368071041,"Iraq",0,24,"single",10,5
368071042,"Iraq",0,24,"married",10,5
368071043,"Iraq",0,28,"married",5,4
368071044,"Iraq",0,30,"single",5,5
368071045,"Iraq",0,22,"married",5,1
368071046,"Iraq",0,29,"single",9,5
368071047,"Iraq",1,63,"widowed",10,4
368071048,"Iraq",0,52,"married",7,5
368071049,"Iraq",0,22,"single",6,3
368071050,"Iraq",0,20,"single",6,6
368071051,"Iraq",0,31,"married",9,7
368071052,"Iraq",0,45,"married",6,3
368071053,"Iraq",1,34,"married",10,3
368071054,"Iraq",1,26,"married",8,5
368071055,"Iraq",1,39,"married",6,4
368071056,"Iraq",0,32,"married",1,2
368071057,"Iraq",0,22,"single",10,5
368071058,"Iraq",0,30,"married",5,3
368071059,"Iraq",0,22,"married",8,3
368071060,"Iraq",1,36,"married",7,3
368071061,"Iraq",0,25,"single",5,5
368071062,"Iraq",0,27,"married",5,2
368071063,"Iraq",1,33,"married",6,5
368071064,"Iraq",0,23,"single",8,5
368071065,"Iraq",0,20,"single",7,4
368071066,"Iraq",0,21,"married",5,3
368071067,"Iraq",1,38,"married",6,5
368071068,"Iraq",0,46,"married",10,4
368071069,"Iraq",0,41,"married",8,3
368071070,"Iraq",0,24,"widowed",8,5
368071071,"Iraq",1,29,"married",10,10
368071072,"Iraq",0,47,"married",6,3
368071073,"Iraq",0,38,"married",7,3
368071074,"Iraq",1,63,"married",7,3
368071075,"Iraq",0,40,"widowed",8,1
368071076,"Iraq",1,48,"married",10,5
368071077,"Iraq",1,52,"married",10,5
368071078,"Iraq",1,28,"married",10,1
368071079,"Iraq",0,29,"married",7,10
368071080,"Iraq",0,38,"married",8,4
368071081,"Iraq",1,39,"single",6,2
368071082,"Iraq",1,18,"single",1,4
368071083,"Iraq",1,38,"married",10,2
368071084,"Iraq",1,37,"married",6,5
368071085,"Iraq",1,39,"married",8,5
368071086,"Iraq",0,49,"married",9,4
368071087,"Iraq",0,42,"married",5,5
368071088,"Iraq",0,50,"married",5,3
368071089,"Iraq",1,41,"married",7,4
368071090,"Iraq",1,33,"married",8,4
368071091,"Iraq",1,36,"married",9,5
368071092,"Iraq",1,48,"married",8,4
368071093,"Iraq",1,28,"married",7,4
368071094,"Iraq",0,36,"married",6,4
368071095,"Iraq",0,41,"married",7,3
368071096,"Iraq",0,46,"married",8,3
368071097,"Iraq",0,25,"single",8,3
368071098,"Iraq",1,30,"married",3,1
368071099,"Iraq",1,22,"single",4,3
368071100,"Iraq",0,19,"single",7,3
368071101,"Iraq",0,22,"married",5,2
368071102,"Iraq",0,25,"married",7,5
368071103,"Iraq",0,54,"married",6,5
368071104,"Iraq",0,27,"single",10,5
368071105,"Iraq",0,24,"single",6,5
368071106,"Iraq",0,37,"married",9,3
368071107,"Iraq",1,22,"single",10,8
368071108,"Iraq",1,50,"married",10,3
368071109,"Iraq",1,52,"married",8,9
368071110,"Iraq",1,33,"married",10,3
368071111,"Iraq",1,38,"married",6,5
