"expenses","distance","country"
12.12,1364,"UK"
27.17,2097,"US"
11.37,1307,"UK"
11.46,1157,"UK"
16.59,1763,"UK"
27.51,993,"US"
25.2,1406,"US"
15.32,2255,"UK"
25.74,1145,"US"
1.99,1451,"GER"
13.63,79,"UK"
27.09,391,"US"
11.3,1170,"UK"
12.43,1593,"UK"
18.6,1053,"UK"
11.25,1627,"UK"
8.78,1114,"GER"
26.18,2287,"US"
25.26,1000,"US"
5.57,1531,"GER"
27.63,1357,"US"
5.03,1446,"GER"
16.52,2164,"UK"
8.09,1361,"GER"
12.9,1486,"UK"
10.02,393,"UK"
13.13,780,"UK"
15.62,561,"UK"
24.56,562,"US"
6.48,551,"GER"
27.02,1382,"US"
26.98,1395,"US"
24.68,312,"US"
16.16,1819,"UK"
27.31,1243,"US"
9.32,408,"GER"
11.85,760,"UK"
25.41,149,"US"
27.55,1571,"US"
21.34,1203,"UK"
5.62,1407,"GER"
11.36,391,"UK"
14.12,724,"UK"
21.48,1215,"UK"
27.45,624,"US"
9.02,1131,"GER"
4.41,508,"GER"
24.81,2207,"US"
26.17,637,"US"
12.36,607,"UK"
11.63,960,"UK"
24.79,1981,"US"
11.7,1584,"UK"
11.31,783,"UK"
26.15,1179,"US"
1.72,903,"GER"
19.04,1514,"UK"
27.02,722,"US"
10.39,1216,"UK"
8.7,1090,"GER"
24.6,1177,"US"
26.41,1012,"US"
13.68,2134,"UK"
12.49,1721,"UK"
26.57,928,"US"
24.91,332,"US"
26.27,2267,"US"
14.88,137,"UK"
26.49,1262,"US"
12.74,1709,"UK"
16.55,1975,"UK"
16.44,1550,"UK"
2.04,1655,"GER"
4.04,2076,"GER"
7,592,"GER"
12.67,1560,"UK"
26.17,1802,"US"
11.64,707,"UK"
26.04,532,"US"
13.37,2155,"UK"
4.52,1921,"GER"
27.33,461,"US"
7.35,521,"GER"
12.1,1709,"UK"
13,1426,"UK"
26.8,1763,"US"
25.53,1765,"US"
19.16,1375,"UK"
12.75,752,"UK"
8.06,2307,"GER"
14.34,280,"UK"
9.52,1289,"GER"
19.61,1097,"UK"
14.27,781,"UK"
26.46,727,"US"
11.33,1491,"UK"
21.12,1468,"UK"
19.09,774,"UK"
26.66,1537,"US"
5.7,471,"GER"
26.57,1766,"US"
5.2,1353,"GER"
5.26,1538,"GER"
25.12,571,"US"
10.82,1118,"UK"
21.07,1466,"UK"
12.4,1377,"UK"
5.71,758,"GER"
5.05,978,"GER"
18.5,495,"UK"
7.34,423,"GER"
25.95,2181,"US"
27.58,997,"US"
7.4,553,"GER"
27.26,1135,"US"
11.36,925,"UK"
14.02,807,"UK"
6.52,1617,"GER"
10.3,27,"UK"
13.87,806,"UK"
12.49,31,"UK"
9.42,1105,"GER"
26.43,105,"US"
9.29,2307,"GER"
2.19,1699,"GER"
9.02,2152,"GER"
26.63,624,"US"
27.54,2115,"US"
21.55,1202,"UK"
11.81,845,"UK"
25.74,2030,"US"
26.68,78,"US"
11.79,1539,"UK"
25.38,1078,"US"
25.95,2246,"US"
13.04,1552,"UK"
12.24,919,"UK"
10.76,2018,"UK"
25.56,66,"US"
15.31,136,"UK"
7.96,961,"GER"
2.77,489,"GER"
5.99,1341,"GER"
6.51,600,"GER"
5.14,1194,"GER"
25.91,2062,"US"
27.36,1892,"US"
1.73,1066,"GER"
12.16,607,"UK"
19.87,1113,"UK"
14.25,2307,"UK"
9.31,1270,"GER"
25.99,1967,"US"
5.36,1958,"GER"
6.18,1436,"GER"
11.25,1349,"UK"
14.95,116,"UK"
26.19,741,"US"
26.5,464,"US"
17.85,391,"UK"
5.53,821,"GER"
5.05,1127,"GER"
25.97,1359,"US"
1.88,819,"GER"
26.55,67,"US"
14.23,2282,"UK"
7.4,40,"GER"
9.58,1081,"GER"
15.3,2247,"UK"
5.22,1451,"GER"
27.25,1591,"US"
24.91,1542,"US"
25.39,39,"US"
2.55,530,"GER"
6.97,584,"GER"
18.34,474,"UK"
6.81,1595,"GER"
27.07,2305,"US"
11.17,834,"UK"
10.26,2329,"UK"
11.5,953,"UK"
26.55,567,"US"
11.17,765,"UK"
20.15,1096,"UK"
26.33,314,"US"
5.72,1223,"GER"
17.69,2007,"UK"
2.08,762,"GER"
13.09,1545,"UK"
5.48,960,"GER"
10.18,1149,"UK"
27.33,1551,"US"
8.6,2302,"GER"
10.84,2337,"UK"
6.41,2227,"GER"
25.98,976,"US"
25.02,1233,"US"
12.14,407,"UK"
5.04,490,"GER"
25.33,321,"US"
18.77,1385,"UK"
4.25,368,"GER"
20.18,1204,"UK"
8,1117,"GER"
5.34,844,"GER"
5.36,1157,"GER"
24.74,1011,"US"
26.37,1114,"US"
26.11,1954,"US"
27.56,135,"US"
26.3,269,"US"
11.38,681,"UK"
6.96,1988,"GER"
18.85,864,"UK"
26.3,1171,"US"
6.96,1705,"GER"
11.79,812,"UK"
5.75,887,"GER"
8.77,200,"GER"
25.74,1829,"US"
2.32,673,"GER"
26.24,1527,"US"
11.43,808,"UK"
11.46,1666,"UK"
6.75,529,"GER"
9.74,1067,"GER"
18.83,1456,"UK"
5.89,799,"GER"
27.19,1902,"US"
11.47,1477,"UK"
25.89,1899,"US"
25.92,742,"US"
26.68,1505,"US"
26.19,1259,"US"
7.79,2007,"GER"
4.93,966,"GER"
10.62,27,"UK"
5.7,745,"GER"
5.23,759,"GER"
27.52,710,"US"
8.87,1204,"GER"
21.87,1255,"UK"
13.04,1674,"UK"
26.28,2281,"US"
5.61,707,"GER"
24.92,1983,"US"
2.68,1799,"GER"
7.96,944,"GER"
9.71,15,"GER"
12.34,1508,"UK"
13.91,2139,"UK"
26.76,1136,"US"
4.61,2131,"GER"
2.57,1786,"GER"
11.67,390,"UK"
10.62,12,"UK"
11.98,205,"UK"
12.01,857,"UK"
26.65,72,"US"
9.53,1071,"GER"
13.83,2134,"UK"
3.26,840,"GER"
16.7,1502,"UK"
11.26,2024,"UK"
3.79,819,"GER"
12.8,39,"UK"
27.6,1013,"US"
12.01,1399,"UK"
25.69,267,"US"
5.68,1095,"GER"
16.92,514,"UK"
12.62,1491,"UK"
5.99,1383,"GER"
17.87,2001,"UK"
1.81,1275,"GER"
6.58,1547,"GER"
25.93,1083,"US"
25.01,570,"US"
4.25,1659,"GER"
24.71,2165,"US"
17.08,293,"UK"
6.48,861,"GER"
19.3,1068,"UK"
9.67,1118,"GER"
7.07,46,"GER"
6.41,566,"GER"
4.25,221,"GER"
26.39,1130,"US"
14.42,734,"UK"
25.81,2177,"US"
25.52,1373,"US"
18.85,1206,"UK"
5.68,1137,"GER"
10.38,2162,"UK"
10.77,1140,"UK"
15.94,2217,"UK"
6.86,1673,"GER"
10.9,198,"UK"
25.48,2187,"US"
27.6,577,"US"
26.43,1134,"US"
8.44,1025,"GER"
26.36,2291,"US"
13.19,69,"UK"
5.1,971,"GER"
8.41,1059,"GER"
10.24,1076,"UK"
26.82,765,"US"
12.23,796,"UK"
24.96,320,"US"
6.2,951,"GER"
5.23,131,"GER"
26.18,2115,"US"
21.13,1174,"UK"
19.11,1371,"UK"
25.27,1104,"US"
25.05,129,"US"
7.93,2300,"GER"
25.04,947,"US"
27.2,1591,"US"
17.04,1697,"UK"
11.82,1524,"UK"
26.63,459,"US"
6.99,492,"GER"
18.39,533,"UK"
17.69,635,"UK"
25.35,314,"US"
12.95,38,"UK"
14.42,90,"UK"
12.08,801,"UK"
5.82,1426,"GER"
6.16,1195,"GER"
19.24,1401,"UK"
26.02,1706,"US"
25.25,1234,"US"
5.22,837,"GER"
5.62,2220,"GER"
24.98,1280,"US"
14.74,128,"UK"
12.01,702,"UK"
25.05,299,"US"
8.14,971,"GER"
5.54,1171,"GER"
6.47,654,"GER"
26.48,1482,"US"
2.82,871,"GER"
6.76,2264,"GER"
6.13,597,"GER"
27.28,2091,"US"
6.96,2109,"GER"
14.64,1237,"UK"
26.94,1840,"US"
12.16,1716,"UK"
26.32,2038,"US"
11.31,729,"UK"
9.17,1045,"GER"
27.5,1264,"US"
12.36,869,"UK"
25.15,998,"US"
24.84,1368,"US"
5.84,1331,"GER"
26.13,620,"US"
7.41,2268,"GER"
26.44,2099,"US"
26.38,1581,"US"
18.99,1079,"UK"
5.65,1131,"GER"
10.34,1226,"UK"
26.39,278,"US"
25.55,1805,"US"
8.97,981,"GER"
6.35,635,"GER"
13.77,84,"UK"
4.62,1337,"GER"
13.04,853,"UK"
26.09,2032,"US"
26.89,2312,"US"
5.59,814,"GER"
27.24,603,"US"
9.69,402,"GER"
11.61,1345,"UK"
26.55,78,"US"
14.43,742,"UK"
6.79,1711,"GER"
26.49,1487,"US"
27.58,1657,"US"
25.43,77,"US"
25.57,2282,"US"
26.3,384,"US"
18.29,1945,"UK"
12.2,1732,"UK"
3.01,592,"GER"
18.73,1350,"UK"
21.77,1452,"UK"
13.99,1529,"UK"
14.25,817,"UK"
25.45,1358,"US"
12.72,1716,"UK"
16.81,2155,"UK"
27.36,249,"US"
25.47,751,"US"
25.52,1155,"US"
26.05,235,"US"
5.26,1139,"GER"
27.09,460,"US"
19.93,1287,"UK"
11.56,589,"UK"
26.19,744,"US"
26.77,792,"US"
6.11,869,"GER"
10.21,1079,"UK"
25.58,2309,"US"
12.89,1532,"UK"
10.66,2320,"UK"
24.91,559,"US"
27.29,1669,"US"
11.51,1540,"UK"
2.18,1507,"GER"
26.1,1713,"US"
27.36,1760,"US"
25.81,1137,"US"
25.45,1883,"US"
2.71,481,"GER"
15.97,2198,"UK"
14.27,2290,"UK"
20.02,1387,"UK"
8.08,1367,"GER"
26.18,1973,"US"
17.63,331,"UK"
26.22,1725,"US"
3.75,2061,"GER"
4.71,1215,"GER"
11.19,764,"UK"
8.29,1129,"GER"
14.16,91,"UK"
13.38,55,"UK"
8.93,1025,"GER"
26.32,969,"US"
27.17,1603,"US"
8.68,1239,"GER"
5.45,1454,"GER"
9.22,2325,"GER"
27.36,1117,"US"
18.73,655,"UK"
22,1379,"UK"
6.31,1353,"GER"
18.91,643,"UK"
12.39,1542,"UK"
5.68,1346,"GER"
11.65,802,"UK"
24.89,1738,"US"
26.79,712,"US"
6.3,858,"GER"
7.22,2123,"GER"
9.16,400,"GER"
1.98,1412,"GER"
13.87,811,"UK"
9.18,2332,"GER"
6.1,960,"GER"
15.72,1858,"UK"
26.28,2233,"US"
26.94,1373,"US"
6.69,1718,"GER"
7.07,610,"GER"
17.8,669,"UK"
15.23,1240,"UK"
27.47,2274,"US"
26.95,1740,"US"
25.57,1018,"US"
9.19,1008,"GER"
26.08,2231,"US"
6.83,2262,"GER"
26.64,2289,"US"
26.34,2096,"US"
11.71,1611,"UK"
26.52,1735,"US"
26.6,892,"US"
19.01,748,"UK"
25.62,1899,"US"
12.31,588,"UK"
7.33,527,"GER"
1.91,1544,"GER"
8.34,1233,"GER"
26.12,606,"US"
21.44,1212,"UK"
10.02,2027,"UK"
25.86,97,"US"
26.14,539,"US"
27.5,2083,"US"
26.88,122,"US"
6.44,84,"GER"
26.21,233,"US"
13.5,1564,"UK"
9.07,190,"GER"
24.97,233,"US"
6.25,1663,"GER"
25.3,220,"US"
2.36,1707,"GER"
9.6,2314,"GER"
8.22,1290,"GER"
14.31,2121,"UK"
17.85,411,"UK"
25.87,1716,"US"
26.15,603,"US"
6.18,702,"GER"
26.86,948,"US"
27.3,1010,"US"
13.31,239,"UK"
27.2,2298,"US"
26.9,1251,"US"
26.28,1873,"US"
12.66,2005,"UK"
5.01,2164,"GER"
26.42,1687,"US"
12.07,745,"UK"
27.3,590,"US"
12.83,39,"UK"
4.48,1045,"GER"
27.46,1844,"US"
2.66,1282,"GER"
7.03,1671,"GER"
2.72,525,"GER"
17.38,1882,"UK"
4.71,1683,"GER"
12.25,204,"UK"
15.98,1841,"UK"
12.18,1519,"UK"
18.65,567,"UK"
1.57,996,"GER"
5.67,1202,"GER"
11.99,711,"UK"
26.1,100,"US"
6.72,1712,"GER"
25.78,2247,"US"
9.6,1270,"GER"
5.82,686,"GER"
11.98,923,"UK"
3.54,315,"GER"
11.1,1429,"UK"
25.85,1774,"US"
27.32,2181,"US"
5.68,778,"GER"
11.21,1280,"UK"
26.64,648,"US"
6.06,691,"GER"
27.48,1970,"US"
13.18,1461,"UK"
26.24,1844,"US"
26.38,1152,"US"
5.22,1479,"GER"
5.42,1193,"GER"
6.59,656,"GER"
6.31,918,"GER"
3.02,449,"GER"
26.95,2285,"US"
17.95,419,"UK"
17.13,550,"UK"
27.2,1988,"US"
11.86,1421,"UK"
27.38,928,"US"
13.74,439,"UK"
11.61,1457,"UK"
1.52,1059,"GER"
27.6,770,"US"
26.06,1170,"US"
26.06,406,"US"
11.61,979,"UK"
5.37,1200,"GER"
9.32,1276,"GER"
26.54,1169,"US"
15.92,2217,"UK"
17.85,667,"UK"
3.3,1952,"GER"
21.42,1224,"UK"
7.44,47,"GER"
5.19,1065,"GER"
1.99,1580,"GER"
10.18,1245,"UK"
13.4,2301,"UK"
6.37,250,"GER"
15.89,907,"UK"
21.83,1232,"UK"
25.47,1099,"US"
3.09,1900,"GER"
10.31,1069,"UK"
25.37,1225,"US"
26.01,2183,"US"
25.15,1544,"US"
12.47,1481,"UK"
9.9,18,"GER"
8.47,1236,"GER"
17.5,1242,"UK"
3.76,813,"GER"
5.88,1718,"GER"
25.47,1701,"US"
1.51,1159,"GER"
27.08,1375,"US"
12.97,220,"UK"
14.05,748,"UK"
27.46,2105,"US"
10.11,26,"UK"
4.39,2092,"GER"
12.96,660,"UK"
13.48,2303,"UK"
27.59,2030,"US"
9.28,2163,"GER"
2,1524,"GER"
5.66,1534,"GER"
27.5,1246,"US"
26.75,620,"US"
4.74,1347,"GER"
13.18,69,"UK"
18.03,1952,"UK"
25.66,216,"US"
8.8,1330,"GER"
6.08,898,"GER"
11.01,18,"UK"
13.46,815,"UK"
24.81,2059,"US"
4.56,1278,"GER"
9.58,1091,"GER"
15.81,384,"UK"
8,1132,"GER"
4.82,1223,"GER"
24.95,70,"US"
13.46,779,"UK"
13.04,682,"UK"
18.88,1651,"UK"
27.36,1828,"US"
6.42,682,"GER"
2.23,1702,"GER"
10.64,1203,"UK"
24.92,1337,"US"
7.29,2264,"GER"
25.98,1906,"US"
16.81,2167,"UK"
10.33,1237,"UK"
4.67,1078,"GER"
5.37,781,"GER"
5.14,1059,"GER"
13.9,452,"UK"
15.48,163,"UK"
27.43,2174,"US"
25.15,1224,"US"
6.88,542,"GER"
9.78,1148,"GER"
16.22,223,"UK"
18.11,444,"UK"
24.97,1503,"US"
25.16,1986,"US"
2.38,593,"GER"
1.88,804,"GER"
5.58,712,"GER"
10.16,1120,"UK"
9.78,189,"GER"
27.16,2059,"US"
11.32,750,"UK"
5.95,868,"GER"
26.92,629,"US"
24.86,2205,"US"
27.32,2291,"US"
2.16,1663,"GER"
27.34,1246,"US"
7.56,33,"GER"
14.61,2269,"UK"
3.93,2072,"GER"
9.83,17,"GER"
10.14,2175,"UK"
5.05,174,"GER"
2.66,504,"GER"
6.09,2086,"GER"
12.02,1517,"UK"
24.71,533,"US"
26.19,1731,"US"
18.7,1718,"UK"
11.82,943,"UK"
4.82,927,"GER"
11.97,199,"UK"
14.43,811,"UK"
22.09,1378,"UK"
25.88,295,"US"
11.57,2345,"UK"
13.99,1588,"UK"
1.9,872,"GER"
15.58,571,"UK"
2.15,1487,"GER"
10.46,1115,"UK"
14.31,92,"UK"
26.07,422,"US"
11.48,1753,"UK"
1.46,1078,"GER"
10.8,1092,"UK"
16.18,437,"UK"
12.53,1406,"UK"
11.52,1502,"UK"
25.77,723,"US"
5.49,2052,"GER"
11.26,1626,"UK"
24.85,1702,"US"
5.23,2035,"GER"
26.81,2287,"US"
27.6,1006,"US"
26.77,1500,"US"
25.28,535,"US"
16.59,1274,"UK"
24.8,1925,"US"
3.6,341,"GER"
13,2309,"UK"
2.35,715,"GER"
15.16,2244,"UK"
27.05,2137,"US"
9.14,2161,"GER"
12.79,2160,"UK"
5.39,137,"GER"
25.93,461,"US"
24.8,1006,"US"
25.32,67,"US"
17.39,1660,"UK"
11.8,395,"UK"
26.48,1970,"US"
24.6,716,"US"
27.07,1750,"US"
2.34,664,"GER"
26.45,1085,"US"
12.88,1573,"UK"
10.84,1184,"UK"
9.77,1098,"GER"
11.72,2027,"UK"
8.65,1349,"GER"
10.16,2171,"UK"
2.69,552,"GER"
12.52,1515,"UK"
26.56,1083,"US"
25.48,258,"US"
12.54,1468,"UK"
24.62,1572,"US"
6.55,561,"GER"
13.24,640,"UK"
7.03,443,"GER"
15.75,1251,"UK"
11.16,1024,"UK"
25.33,717,"US"
27.45,1235,"US"
12.68,2006,"UK"
5.26,1110,"GER"
17.42,1408,"UK"
16.8,952,"UK"
19.14,1062,"UK"
8.91,1079,"GER"
3.86,2052,"GER"
7.03,442,"GER"
12.21,1397,"UK"
21.18,1287,"UK"
2.38,1744,"GER"
11.36,1633,"UK"
6.57,632,"GER"
26.5,1264,"US"
27.13,465,"US"
24.77,1279,"US"
11.66,1478,"UK"
18.81,712,"UK"
11.11,804,"UK"
11.98,1410,"UK"
8.11,2307,"GER"
5.65,129,"GER"
14.7,1569,"UK"
26.74,1621,"US"
26.66,608,"US"
12.22,1617,"UK"
17.38,586,"UK"
19.66,1070,"UK"
6.38,1599,"GER"
6.34,888,"GER"
21.86,1249,"UK"
2.7,1831,"GER"
25.59,1903,"US"
26.28,1912,"US"
9.21,1268,"GER"
25.84,75,"US"
5.19,954,"GER"
24.42,744,"US"
17.72,343,"UK"
5.17,1500,"GER"
11.9,899,"UK"
18.49,1882,"UK"
3.76,549,"GER"
16.97,962,"UK"
13.39,668,"UK"
12.38,607,"UK"
11.23,1351,"UK"
14.48,770,"UK"
9.67,16,"GER"
6.72,643,"GER"
14.35,1554,"UK"
16.43,1782,"UK"
6.66,238,"GER"
1.48,1056,"GER"
24.67,1540,"US"
26.56,2294,"US"
17.26,2093,"UK"
24.66,1549,"US"
12.77,803,"UK"
4.91,1471,"GER"
25.21,1575,"US"
13.68,245,"UK"
27.55,921,"US"
25.17,203,"US"
5.79,960,"GER"
24.59,1432,"US"
25.55,381,"US"
13.62,1522,"UK"
26.71,1846,"US"
24.67,299,"US"
15.61,2058,"UK"
25.81,1084,"US"
26.98,300,"US"
11.74,1604,"UK"
18.84,778,"UK"
25.68,899,"US"
26.66,1597,"US"
5.21,2163,"GER"
27.29,77,"US"
9.13,1009,"GER"
11.74,1497,"UK"
26.2,54,"US"
4.62,1202,"GER"
14.07,84,"UK"
27.18,1109,"US"
26.5,797,"US"
12.8,1579,"UK"
11.47,916,"UK"
25.96,730,"US"
26.22,601,"US"
19.79,1415,"UK"
5.63,890,"GER"
6.56,1570,"GER"
9.55,1152,"GER"
1.57,1212,"GER"
5.51,2184,"GER"
11.21,784,"UK"
10.63,200,"UK"
4.69,1267,"GER"
27.01,1162,"US"
25.91,282,"US"
14.25,280,"UK"
14.89,122,"UK"
12.42,780,"UK"
16.76,269,"UK"
24.83,1458,"US"
15.55,355,"UK"
6.85,681,"GER"
26.76,996,"US"
5.18,943,"GER"
13.53,801,"UK"
4.02,533,"GER"
8.47,194,"GER"
27.57,2022,"US"
25.5,1790,"US"
20.73,1463,"UK"
26.87,1006,"US"
7.94,968,"GER"
27.14,399,"US"
6.9,1739,"GER"
26.09,1947,"US"
26.22,1520,"US"
9.69,2024,"GER"
1.95,1403,"GER"
13.99,1656,"UK"
12.09,1369,"UK"
20.01,1088,"UK"
26.26,2277,"US"
4.53,340,"GER"
25.99,916,"US"
12.65,1696,"UK"
19.04,1513,"UK"
25.55,2032,"US"
4.2,2081,"GER"
7.21,1634,"GER"
27.21,1241,"US"
8.11,1105,"GER"
26.28,392,"US"
25.75,1149,"US"
27.63,1105,"US"
9.22,1072,"GER"
25.13,2067,"US"
11.41,1489,"UK"
25.03,1577,"US"
14.84,304,"UK"
27.1,1379,"US"
12.44,46,"UK"
12.5,1415,"UK"
24.8,566,"US"
4.95,2166,"GER"
13.86,732,"UK"
17.19,1452,"UK"
27.02,1486,"US"
11.61,2172,"UK"
11.22,1557,"UK"
7.44,563,"GER"
11.67,1693,"UK"
4.54,1031,"GER"
25.68,918,"US"
16.31,2171,"UK"
8.15,961,"GER"
8.33,2307,"GER"
24.92,904,"US"
25.3,1364,"US"
8.09,1291,"GER"
17.07,1268,"UK"
27.61,767,"US"
14.77,1925,"UK"
13.18,1651,"UK"
4.67,1264,"GER"
27.27,1514,"US"
6.15,860,"GER"
26.45,1003,"US"
18.96,1010,"UK"
11.68,733,"UK"
12.53,788,"UK"
13.61,1647,"UK"
26,2056,"US"
2.47,556,"GER"
6.41,824,"GER"
25.63,274,"US"
3.72,824,"GER"
5.88,943,"GER"
27,1723,"US"
27.13,1751,"US"
24.77,2192,"US"
25.57,1706,"US"
6.2,690,"GER"
18.77,617,"UK"
13.87,2308,"UK"
12.42,1732,"UK"
15.08,115,"UK"
7.81,1067,"GER"
6.06,1138,"GER"
12.47,879,"UK"
9.67,1089,"GER"
12.05,1489,"UK"
5.03,1224,"GER"
11.19,1279,"UK"
26.06,601,"US"
9.1,1047,"GER"
18.82,981,"UK"
27.08,1581,"US"
1.55,1024,"GER"
11.98,705,"UK"
14.55,1936,"UK"
8.63,1024,"GER"
11.97,923,"UK"
9.19,996,"GER"
5.22,1441,"GER"
16.14,194,"UK"
9.13,2320,"GER"
8.48,992,"GER"
26.6,304,"US"
16.64,1969,"UK"
1.75,1128,"GER"
13.54,1526,"UK"
25.19,713,"US"
26.81,1597,"US"
5.21,1319,"GER"
1.75,1057,"GER"
12.87,1537,"UK"
13.54,804,"UK"
5.69,1122,"GER"
19.92,1184,"UK"
24.94,1777,"US"
15.61,366,"UK"
19.02,967,"UK"
13.97,1533,"UK"
15.05,1247,"UK"
6.24,660,"GER"
13.44,1676,"UK"
17.55,327,"UK"
26,735,"US"
5.14,1942,"GER"
10.05,1221,"UK"
26.76,2243,"US"
20.78,1451,"UK"
26.79,1166,"US"
6.09,1974,"GER"
18.82,988,"UK"
26.02,968,"US"
11.49,1306,"UK"
11.92,590,"UK"
27.55,268,"US"
19.95,1444,"UK"
11.39,1522,"UK"
27.43,664,"US"
6.24,956,"GER"
17.19,563,"UK"
26.27,1767,"US"
24.49,1922,"US"
25.03,1430,"US"
4.02,252,"GER"
7.3,55,"GER"
12.54,609,"UK"
9.98,1064,"GER"
4.66,926,"GER"
13.18,225,"UK"
11.77,754,"UK"
9.22,1204,"GER"
11.41,2327,"UK"
27.23,1978,"US"
3.3,371,"GER"
25.05,720,"US"
18.86,1707,"UK"
24.79,1012,"US"
11.67,1362,"UK"
11.22,1159,"UK"
1.87,1210,"GER"
15.97,403,"UK"
5.71,477,"GER"
12.25,1353,"UK"
8.62,1208,"GER"
21.92,1291,"UK"
4.44,216,"GER"
26.75,2191,"US"
5.6,1164,"GER"
8.27,1185,"GER"
6.96,495,"GER"
9.39,1274,"GER"
4.41,1663,"GER"
18.8,952,"UK"
11.79,197,"UK"
11.14,1452,"UK"
17.46,582,"UK"
11.79,703,"UK"
15.18,2081,"UK"
25.02,1180,"US"
2.8,506,"GER"
15.89,2231,"UK"
15.17,2074,"UK"
5.13,1111,"GER"
6.15,1219,"GER"
12,1334,"UK"
25.51,2203,"US"
24.75,1957,"US"
27.56,1517,"US"
11.82,887,"UK"
3.54,1994,"GER"
26.18,1792,"US"
25.47,75,"US"
24.88,2174,"US"
11.89,701,"UK"
17.17,1447,"UK"
10.16,397,"UK"
25.57,69,"US"
26.24,2216,"US"
6.24,1201,"GER"
8.55,1022,"GER"
12.7,894,"UK"
25.96,1029,"US"
13.61,2312,"UK"
25.37,1901,"US"
8.4,410,"GER"
26.78,1910,"US"
9.54,1073,"GER"
10.75,1103,"UK"
12.27,1572,"UK"
26.16,2086,"US"
9.05,1068,"GER"
19.36,1143,"UK"
25.22,1007,"US"
26.32,2051,"US"
9.63,1242,"GER"
6.13,461,"GER"
19.15,1299,"UK"
26.74,2205,"US"
5.23,2037,"GER"
17.68,627,"UK"
25.73,241,"US"
20.05,1191,"UK"
25.74,1968,"US"
9.04,1281,"GER"
6.97,1584,"GER"
14.7,98,"UK"
7.38,42,"GER"
1.92,977,"GER"
13.25,777,"UK"
25.66,1721,"US"
9.19,1065,"GER"
25.94,953,"US"
15.76,2039,"UK"
25.03,2037,"US"
7.41,1728,"GER"
5.49,273,"GER"
6.27,639,"GER"
12.78,873,"UK"
27.18,1947,"US"
1.54,1193,"GER"
4.72,1067,"GER"
4.48,1261,"GER"
13.91,1659,"UK"
26.74,675,"US"
16.16,1273,"UK"
25.16,1463,"US"
13.23,2150,"UK"
14.04,1555,"UK"
26.76,280,"US"
26.73,541,"US"
24.99,1071,"US"
24.74,902,"US"
25.76,310,"US"
25,2048,"US"
9.96,1078,"GER"
10.35,1243,"UK"
5.47,1404,"GER"
11.91,754,"UK"
25.51,1795,"US"
12.64,1579,"UK"
25.8,1685,"US"
25.61,2281,"US"
13.26,1682,"UK"
5.95,1541,"GER"
24.52,1579,"US"
25.97,2045,"US"
15.95,611,"UK"
13.97,780,"UK"
13.28,424,"UK"
16.68,485,"UK"
17.59,607,"UK"
10.91,1098,"UK"
27.02,1597,"US"
26.4,1172,"US"
8.48,1330,"GER"
15.75,1851,"UK"
1.55,1144,"GER"
8.99,1305,"GER"
12.17,1592,"UK"
27.36,772,"US"
12.01,875,"UK"
1.77,1308,"GER"
8.61,1211,"GER"
26.93,633,"US"
12.88,50,"UK"
6.51,1982,"GER"
14.29,1541,"UK"
1.62,1294,"GER"
12.79,630,"UK"
12.5,1387,"UK"
18.25,494,"UK"
7.81,2299,"GER"
11.68,556,"UK"
25.79,2278,"US"
26.52,1362,"US"
25.5,297,"US"
4.17,2081,"GER"
15.9,595,"UK"
20.35,1468,"UK"
6.91,687,"GER"
14.18,763,"UK"
4.2,212,"GER"
8.46,1159,"GER"
8.51,1079,"GER"
26.66,1154,"US"
18.91,837,"UK"
26.16,1946,"US"
8.18,2283,"GER"
18.97,762,"UK"
11.47,1635,"UK"
6.62,1546,"GER"
8.21,1255,"GER"
27.57,558,"US"
4.77,2159,"GER"
12.84,1556,"UK"
11.25,1483,"UK"
6.68,1612,"GER"
7.98,418,"GER"
17.34,312,"UK"
1.92,924,"GER"
26.7,155,"US"
26.07,742,"US"
19.14,1380,"UK"
2.43,633,"GER"
19.1,819,"UK"
18.85,637,"UK"
18.72,975,"UK"
24.84,919,"US"
26.81,121,"US"
25.96,386,"US"
12.18,1500,"UK"
26.96,1003,"US"
25.89,1263,"US"
15.41,2261,"UK"
25.47,1384,"US"
25.65,133,"US"
25.5,1087,"US"
13.06,656,"UK"
2.28,1698,"GER"
8.17,1323,"GER"
10.91,2317,"UK"
11.56,1503,"UK"
24.91,1603,"US"
6.09,1346,"GER"
11.38,392,"UK"
25.23,1275,"US"
25.82,49,"US"
25.84,282,"US"
10.83,391,"UK"
25.99,1082,"US"
12.46,1703,"UK"
24.76,1269,"US"
11.73,1503,"UK"
4.7,322,"GER"
13.65,1635,"UK"
6.09,1435,"GER"
20.13,1191,"UK"
9.4,1298,"GER"
21.18,1480,"UK"
26.45,934,"US"
6,1207,"GER"
5.22,1057,"GER"
5.35,1174,"GER"
11.92,2019,"UK"
13.16,869,"UK"
27.04,279,"US"
26.91,2294,"US"
15.6,370,"UK"
26.73,1803,"US"
24.96,561,"US"
11.67,1543,"UK"
26.95,605,"US"
18.76,1684,"UK"
25.81,1237,"US"
12.84,768,"UK"
26.13,229,"US"
14.4,91,"UK"
7.16,1736,"GER"
27.48,1368,"US"
26.89,453,"US"
18.85,728,"UK"
10.6,1172,"UK"
11.94,850,"UK"
15.5,162,"UK"
26.43,2277,"US"
5.72,1330,"GER"
19.3,1077,"UK"
17.87,1808,"UK"
9.22,188,"GER"
