"Participant.ID","Country.name","Gender","Age","relationship_status","Freedom.of.Choice","Satisfaction.with.life"
364072185,"Iran, Islamic Republic of",0,57,"married",5,4
364072187,"Iran, Islamic Republic of",1,48,"married",8,10
364072188,"Iran, Islamic Republic of",0,43,"married",NA,3
364072189,"Iran, Islamic Republic of",1,41,"married",8,9
364072190,"Iran, Islamic Republic of",1,41,"married",8,8
364072191,"Iran, Islamic Republic of",0,90,"widowed",7,8
364072192,"Iran, Islamic Republic of",0,23,"single",10,1
364072194,"Iran, Islamic Republic of",0,18,"single",10,8
364072195,"Iran, Islamic Republic of",0,19,"single",7,8
364072196,"Iran, Islamic Republic of",0,32,"married",8,4
364072198,"Iran, Islamic Republic of",1,43,"divorced",5,8
364072199,"Iran, Islamic Republic of",1,45,"married",10,5
364072202,"Iran, Islamic Republic of",0,19,"single",7,6
364072203,"Iran, Islamic Republic of",1,43,"married",1,2
364072204,"Iran, Islamic Republic of",0,29,"single",8,10
364072205,"Iran, Islamic Republic of",1,38,"single",10,6
364072206,"Iran, Islamic Republic of",1,62,"widowed",10,5
364072207,"Iran, Islamic Republic of",0,30,"single",9,1
364072208,"Iran, Islamic Republic of",0,34,"single",8,10
364072209,"Iran, Islamic Republic of",0,34,"separated",7,8
364072210,"Iran, Islamic Republic of",1,63,"married",10,10
364072211,"Iran, Islamic Republic of",1,48,"married",5,6
364072212,"Iran, Islamic Republic of",1,19,"single",8,5
364072214,"Iran, Islamic Republic of",0,41,"married",7,5
364072215,"Iran, Islamic Republic of",1,45,"married",8,6
364072216,"Iran, Islamic Republic of",0,51,"married",5,7
364072217,"Iran, Islamic Republic of",1,35,"divorced",8,8
364072219,"Iran, Islamic Republic of",1,24,"single",8,5
364072221,"Iran, Islamic Republic of",0,39,"married",5,5
364072222,"Iran, Islamic Republic of",1,27,"single",8,10
364072223,"Iran, Islamic Republic of",0,19,"single",6,5
364072224,"Iran, Islamic Republic of",0,49,"married",10,6
364072225,"Iran, Islamic Republic of",1,42,"married",8,7
364072227,"Iran, Islamic Republic of",0,64,"married",10,7
364072228,"Iran, Islamic Republic of",0,34,"married",1,1
364072230,"Iran, Islamic Republic of",1,46,"widowed",7,7
364072232,"Iran, Islamic Republic of",1,20,"married",4,6
364072233,"Iran, Islamic Republic of",0,43,"married",10,9
364072235,"Iran, Islamic Republic of",0,45,"married",4,4
364072238,"Iran, Islamic Republic of",0,31,"single",1,5
364072239,"Iran, Islamic Republic of",1,36,"married",6,1
364072241,"Iran, Islamic Republic of",1,42,"married",5,7
364072243,"Iran, Islamic Republic of",0,44,"married",6,4
364072245,"Iran, Islamic Republic of",0,79,"married",10,8
364072246,"Iran, Islamic Republic of",0,57,"married",8,8
364072248,"Iran, Islamic Republic of",1,42,"married",6,8
364072249,"Iran, Islamic Republic of",1,39,"married",5,8
364072250,"Iran, Islamic Republic of",0,50,"married",5,1
364072252,"Iran, Islamic Republic of",1,54,"married",8,8
364072253,"Iran, Islamic Republic of",0,50,"married",5,7
364072254,"Iran, Islamic Republic of",0,29,"single",9,8
364072256,"Iran, Islamic Republic of",1,47,"married",10,10
364072257,"Iran, Islamic Republic of",0,38,"married",10,10
364072258,"Iran, Islamic Republic of",0,61,"married",6,7
364072259,"Iran, Islamic Republic of",0,40,"married",1,5
364072260,"Iran, Islamic Republic of",0,38,"single",5,8
364072261,"Iran, Islamic Republic of",1,36,"married",9,9
364072262,"Iran, Islamic Republic of",0,42,"married",5,7
364072263,"Iran, Islamic Republic of",1,41,"married",4,5
364072265,"Iran, Islamic Republic of",0,44,"single",7,6
364072266,"Iran, Islamic Republic of",1,33,"married",5,8
364072267,"Iran, Islamic Republic of",0,34,"single",5,1
364072268,"Iran, Islamic Republic of",1,50,"divorced",10,5
364072269,"Iran, Islamic Republic of",0,33,"married",8,6
364072271,"Iran, Islamic Republic of",1,21,"single",7,7
364072272,"Iran, Islamic Republic of",0,43,"single",10,7
364072273,"Iran, Islamic Republic of",1,43,"widowed",10,6
364072274,"Iran, Islamic Republic of",0,41,"married",10,5
364072275,"Iran, Islamic Republic of",1,41,"married",10,1
364072276,"Iran, Islamic Republic of",1,43,"married",10,6
364072277,"Iran, Islamic Republic of",1,42,"married",5,6
364072278,"Iran, Islamic Republic of",0,23,"single",10,8
364072279,"Iran, Islamic Republic of",0,50,"divorced",5,1
364072280,"Iran, Islamic Republic of",0,20,"single",8,8
364072281,"Iran, Islamic Republic of",1,38,"single",2,7
364072282,"Iran, Islamic Republic of",0,62,"married",5,5
364072283,"Iran, Islamic Republic of",1,40,"married",8,5
364072284,"Iran, Islamic Republic of",1,32,"married",8,5
364072285,"Iran, Islamic Republic of",1,55,"married",10,6
364072286,"Iran, Islamic Republic of",0,43,"married",5,9
364072287,"Iran, Islamic Republic of",1,26,"single",10,8
364072288,"Iran, Islamic Republic of",0,45,"married",5,7
364072289,"Iran, Islamic Republic of",1,18,"single",8,9
364072290,"Iran, Islamic Republic of",0,22,"single",7,8
364072291,"Iran, Islamic Republic of",1,40,"married",8,7
364072293,"Iran, Islamic Republic of",0,18,"single",3,7
364072295,"Iran, Islamic Republic of",0,42,"married",9,6
364072296,"Iran, Islamic Republic of",1,46,"married",5,8
364072297,"Iran, Islamic Republic of",1,21,"single",8,9
364072300,"Iran, Islamic Republic of",0,32,"married",10,3
364072301,"Iran, Islamic Republic of",0,21,"single",10,3
364072302,"Iran, Islamic Republic of",0,59,"married",10,5
364072303,"Iran, Islamic Republic of",1,23,"single",8,6
364072304,"Iran, Islamic Republic of",0,18,"single",7,8
364072305,"Iran, Islamic Republic of",0,38,"married",6,7
364072306,"Iran, Islamic Republic of",0,52,"married",6,7
364072307,"Iran, Islamic Republic of",0,40,"married",6,1
364072308,"Iran, Islamic Republic of",0,80,"married",8,10
364072309,"Iran, Islamic Republic of",1,40,"married",8,3
364072310,"Iran, Islamic Republic of",0,35,"married",8,8
364072311,"Iran, Islamic Republic of",1,41,"married",9,6
364072312,"Iran, Islamic Republic of",0,50,"divorced",10,8
364072313,"Iran, Islamic Republic of",1,22,"married",7,1
364072315,"Iran, Islamic Republic of",0,28,"single",9,6
364072316,"Iran, Islamic Republic of",1,50,"married",10,10
364072317,"Iran, Islamic Republic of",1,56,"married",10,8
364072318,"Iran, Islamic Republic of",1,25,"single",5,8
364072319,"Iran, Islamic Republic of",0,36,"married",5,3
364072321,"Iran, Islamic Republic of",0,24,"single",8,8
364072323,"Iran, Islamic Republic of",0,41,"married",5,8
364072324,"Iran, Islamic Republic of",1,45,"married",1,6
364072325,"Iran, Islamic Republic of",0,51,"married",5,6
364072326,"Iran, Islamic Republic of",0,35,"single",5,5
364072327,"Iran, Islamic Republic of",1,29,"single",10,6
364072328,"Iran, Islamic Republic of",1,28,"single",7,8
364072329,"Iran, Islamic Republic of",0,43,"married",9,7
364072330,"Iran, Islamic Republic of",0,27,"single",8,6
364072331,"Iran, Islamic Republic of",0,56,"married",5,NA
364072333,"Iran, Islamic Republic of",1,54,"married",NA,8
364072334,"Iran, Islamic Republic of",1,39,"married",10,8
364072335,"Iran, Islamic Republic of",1,36,"married",1,1
364072336,"Iran, Islamic Republic of",1,18,"single",5,10
364072337,"Iran, Islamic Republic of",0,40,"married",7,10
364072338,"Iran, Islamic Republic of",1,46,"married",7,6
364072339,"Iran, Islamic Republic of",1,50,"married",6,5
364072340,"Iran, Islamic Republic of",1,37,"married",8,1
364072341,"Iran, Islamic Republic of",1,38,"widowed",8,4
364072342,"Iran, Islamic Republic of",1,27,"married",8,10
364072343,"Iran, Islamic Republic of",1,36,"married",10,10
364072345,"Iran, Islamic Republic of",1,66,"divorced",8,10
364072347,"Iran, Islamic Republic of",0,20,"single",6,9
364072348,"Iran, Islamic Republic of",0,85,"married",4,10
364072349,"Iran, Islamic Republic of",1,55,"married",5,5
364072350,"Iran, Islamic Republic of",1,18,"single",7,10
364072351,"Iran, Islamic Republic of",1,26,"married",8,5
364072352,"Iran, Islamic Republic of",1,38,"married",7,5
364072353,"Iran, Islamic Republic of",1,50,"widowed",5,5
364072355,"Iran, Islamic Republic of",0,56,"married",5,5
364072356,"Iran, Islamic Republic of",1,19,"single",5,9
364072358,"Iran, Islamic Republic of",1,33,"married",10,6
364072359,"Iran, Islamic Republic of",0,36,"married",8,10
364072364,"Iran, Islamic Republic of",0,41,"married",10,7
364072365,"Iran, Islamic Republic of",1,33,"married",8,10
364072366,"Iran, Islamic Republic of",0,56,"married",7,5
364072367,"Iran, Islamic Republic of",1,29,"married",7,9
364072368,"Iran, Islamic Republic of",0,44,"married",9,10
364072370,"Iran, Islamic Republic of",0,19,"single",8,8
364072371,"Iran, Islamic Republic of",1,44,"married",5,3
364072372,"Iran, Islamic Republic of",0,43,"married",6,10
364072373,"Iran, Islamic Republic of",1,39,"married",3,3
364072375,"Iran, Islamic Republic of",0,54,"married",7,2
364072376,"Iran, Islamic Republic of",0,41,"married",1,1
364072377,"Iran, Islamic Republic of",1,39,"married",10,10
364072378,"Iran, Islamic Republic of",1,45,"single",6,9
364072379,"Iran, Islamic Republic of",0,49,"married",8,5
364072380,"Iran, Islamic Republic of",0,49,"married",8,9
364072381,"Iran, Islamic Republic of",1,30,"single",10,8
364072382,"Iran, Islamic Republic of",1,47,"married",9,10
364072383,"Iran, Islamic Republic of",0,56,"married",5,1
364072384,"Iran, Islamic Republic of",0,37,"married",5,1
364072385,"Iran, Islamic Republic of",0,29,"single",10,6
364072386,"Iran, Islamic Republic of",1,44,"married",8,8
364072387,"Iran, Islamic Republic of",0,50,"married",6,7
364072388,"Iran, Islamic Republic of",0,36,"single",7,5
364072390,"Iran, Islamic Republic of",1,35,"married",8,1
364072391,"Iran, Islamic Republic of",1,20,"single",8,7
364072392,"Iran, Islamic Republic of",0,40,"married",7,5
364072394,"Iran, Islamic Republic of",1,69,"widowed",10,5
364072395,"Iran, Islamic Republic of",1,32,"married",9,4
364072397,"Iran, Islamic Republic of",1,18,"single",7,5
364072398,"Iran, Islamic Republic of",0,40,"married",5,5
364072399,"Iran, Islamic Republic of",0,37,"married",9,8
364072400,"Iran, Islamic Republic of",1,63,"widowed",5,5
364072401,"Iran, Islamic Republic of",0,34,"single",5,5
364072402,"Iran, Islamic Republic of",0,42,"married",4,5
364072404,"Iran, Islamic Republic of",0,25,"single",5,8
364072405,"Iran, Islamic Republic of",1,22,"married",10,6
364072406,"Iran, Islamic Republic of",0,25,"single",5,3
364072407,"Iran, Islamic Republic of",0,18,"single",5,10
364072408,"Iran, Islamic Republic of",0,60,"married",1,10
364072409,"Iran, Islamic Republic of",1,18,"married",1,6
364072410,"Iran, Islamic Republic of",0,37,"married",6,10
364072411,"Iran, Islamic Republic of",0,38,"married",7,7
364072413,"Iran, Islamic Republic of",1,36,"single",1,10
364072414,"Iran, Islamic Republic of",0,47,"married",9,10
364072415,"Iran, Islamic Republic of",0,55,"married",6,6
364072416,"Iran, Islamic Republic of",1,47,"married",8,2
364072417,"Iran, Islamic Republic of",1,28,"married",1,9
364072419,"Iran, Islamic Republic of",1,23,"single",6,1
364072421,"Iran, Islamic Republic of",0,62,"married",3,2
364072422,"Iran, Islamic Republic of",1,34,"single",10,10
364072423,"Iran, Islamic Republic of",1,36,"married",8,5
364072424,"Iran, Islamic Republic of",0,48,"married",10,10
364072425,"Iran, Islamic Republic of",0,65,"married",5,1
364072426,"Iran, Islamic Republic of",1,49,"married",7,8
364072427,"Iran, Islamic Republic of",1,34,"married",5,1
364072429,"Iran, Islamic Republic of",1,40,"married",8,8
364072430,"Iran, Islamic Republic of",0,60,"divorced",1,1
364072431,"Iran, Islamic Republic of",1,41,"divorced",5,7
364072432,"Iran, Islamic Republic of",1,26,"single",10,7
364072433,"Iran, Islamic Republic of",1,20,"single",7,10
364072434,"Iran, Islamic Republic of",0,50,"widowed",4,5
364072436,"Iran, Islamic Republic of",0,41,"married",7,5
364072438,"Iran, Islamic Republic of",0,37,"married",10,8
364072440,"Iran, Islamic Republic of",0,72,"married",7,7
364072441,"Iran, Islamic Republic of",1,29,"married",5,10
364072442,"Iran, Islamic Republic of",0,18,"single",10,10
364072443,"Iran, Islamic Republic of",0,44,"married",5,7
364072444,"Iran, Islamic Republic of",0,39,"married",9,2
364072445,"Iran, Islamic Republic of",0,44,"married",8,2
364072446,"Iran, Islamic Republic of",0,18,"single",7,7
364072447,"Iran, Islamic Republic of",0,27,"single",5,9
364072448,"Iran, Islamic Republic of",0,55,"married",10,8
364072449,"Iran, Islamic Republic of",1,40,"married",5,1
364072450,"Iran, Islamic Republic of",0,32,"separated",1,1
364072451,"Iran, Islamic Republic of",0,44,"married",3,1
364072452,"Iran, Islamic Republic of",1,20,"single",8,8
364072453,"Iran, Islamic Republic of",0,18,"single",5,7
364072454,"Iran, Islamic Republic of",1,25,"married",10,6
364072456,"Iran, Islamic Republic of",0,29,"married",10,10
364072457,"Iran, Islamic Republic of",1,50,"married",9,9
364072458,"Iran, Islamic Republic of",1,38,"single",5,5
364072459,"Iran, Islamic Republic of",0,30,"married",8,8
364072460,"Iran, Islamic Republic of",0,56,"married",5,6
364072461,"Iran, Islamic Republic of",0,39,"married",8,7
364072462,"Iran, Islamic Republic of",0,37,"married",7,10
364072464,"Iran, Islamic Republic of",0,31,"married",1,5
364072465,"Iran, Islamic Republic of",1,49,"single",7,8
364072467,"Iran, Islamic Republic of",1,64,"married",5,8
364072468,"Iran, Islamic Republic of",0,19,"single",8,7
364072469,"Iran, Islamic Republic of",0,34,"single",8,7
364072471,"Iran, Islamic Republic of",1,33,"married",8,10
364072473,"Iran, Islamic Republic of",0,25,"single",9,10
364072475,"Iran, Islamic Republic of",1,48,"married",6,8
364072476,"Iran, Islamic Republic of",1,36,"married",8,5
364072477,"Iran, Islamic Republic of",1,43,"single",8,5
364072479,"Iran, Islamic Republic of",0,35,"single",6,8
364072480,"Iran, Islamic Republic of",0,51,"married",10,10
364072482,"Iran, Islamic Republic of",1,18,"single",6,6
364072483,"Iran, Islamic Republic of",0,58,"married",10,10
364072484,"Iran, Islamic Republic of",0,37,"single",1,1
364072485,"Iran, Islamic Republic of",0,47,"married",5,1
364072486,"Iran, Islamic Republic of",1,35,"married",5,1
364072487,"Iran, Islamic Republic of",0,51,"married",7,8
364072488,"Iran, Islamic Republic of",0,41,"married",1,1
364072489,"Iran, Islamic Republic of",0,50,"married",7,5
364072490,"Iran, Islamic Republic of",1,36,"single",9,7
364072491,"Iran, Islamic Republic of",1,39,"married",10,8
364072492,"Iran, Islamic Republic of",1,25,"married",10,6
364072493,"Iran, Islamic Republic of",0,40,"married",8,8
364072494,"Iran, Islamic Republic of",1,22,"married",1,5
364072495,"Iran, Islamic Republic of",1,19,"single",8,10
364072497,"Iran, Islamic Republic of",1,45,"married",5,4
364072498,"Iran, Islamic Republic of",1,58,"married",7,1
364072499,"Iran, Islamic Republic of",1,19,"single",5,3
364072500,"Iran, Islamic Republic of",0,31,"single",3,5
364072501,"Iran, Islamic Republic of",1,36,"single",5,7
364072502,"Iran, Islamic Republic of",0,56,"married",10,1
364072503,"Iran, Islamic Republic of",0,39,"married",5,8
364072504,"Iran, Islamic Republic of",1,24,"married",5,8
364072506,"Iran, Islamic Republic of",0,60,"married",5,6
364072508,"Iran, Islamic Republic of",1,23,"single",7,8
364072509,"Iran, Islamic Republic of",1,52,"married",5,6
364072510,"Iran, Islamic Republic of",0,40,"married",4,5
364072511,"Iran, Islamic Republic of",1,21,"single",8,6
364072512,"Iran, Islamic Republic of",1,40,"married",10,7
364072513,"Iran, Islamic Republic of",1,33,"married",5,6
364072514,"Iran, Islamic Republic of",0,30,"married",10,4
364072515,"Iran, Islamic Republic of",1,19,"single",5,6
364072516,"Iran, Islamic Republic of",0,45,"married",10,8
364072517,"Iran, Islamic Republic of",0,54,"married",10,6
364072518,"Iran, Islamic Republic of",0,35,"single",6,1
364072520,"Iran, Islamic Republic of",0,40,"married",5,1
364072523,"Iran, Islamic Republic of",0,40,"married",6,4
364072524,"Iran, Islamic Republic of",1,26,"married",10,10
364072525,"Iran, Islamic Republic of",1,39,"widowed",8,5
364072526,"Iran, Islamic Republic of",1,24,"single",8,9
364072528,"Iran, Islamic Republic of",1,29,"single",7,4
364072529,"Iran, Islamic Republic of",0,41,"married",8,10
364072531,"Iran, Islamic Republic of",1,76,"widowed",2,2
364072532,"Iran, Islamic Republic of",0,46,"married",10,5
364072533,"Iran, Islamic Republic of",0,21,"single",8,8
364072534,"Iran, Islamic Republic of",0,59,"married",8,4
364072535,"Iran, Islamic Republic of",0,47,"married",8,7
364072536,"Iran, Islamic Republic of",0,18,"single",3,5
364072537,"Iran, Islamic Republic of",0,49,"married",6,1
364072539,"Iran, Islamic Republic of",0,35,"married",7,5
364072540,"Iran, Islamic Republic of",1,38,"married",4,4
364072541,"Iran, Islamic Republic of",1,39,"married",5,3
364072542,"Iran, Islamic Republic of",0,40,"married",10,8
364072544,"Iran, Islamic Republic of",1,44,"married",5,7
364072547,"Iran, Islamic Republic of",1,41,"married",10,9
364072548,"Iran, Islamic Republic of",0,48,NA,7,5
364072549,"Iran, Islamic Republic of",1,18,"single",5,5
364072550,"Iran, Islamic Republic of",1,49,"married",10,5
364072551,"Iran, Islamic Republic of",1,30,"married",6,10
364072552,"Iran, Islamic Republic of",0,55,"married",7,6
364072553,"Iran, Islamic Republic of",0,35,"single",5,6
364072554,"Iran, Islamic Republic of",1,39,"married",7,7
364072555,"Iran, Islamic Republic of",0,26,"single",10,8
364072556,"Iran, Islamic Republic of",0,32,"single",4,1
364072557,"Iran, Islamic Republic of",1,32,"married",10,8
364072558,"Iran, Islamic Republic of",1,41,"married",7,9
364072559,"Iran, Islamic Republic of",0,20,"single",10,10
364072560,"Iran, Islamic Republic of",0,38,"married",9,7
364072561,"Iran, Islamic Republic of",1,57,"divorced",10,10
364072562,"Iran, Islamic Republic of",0,21,"living together as married",10,3
364072564,"Iran, Islamic Republic of",1,42,"married",10,7
364072565,"Iran, Islamic Republic of",1,18,"single",4,8
364072566,"Iran, Islamic Republic of",1,28,"single",7,5
364072567,"Iran, Islamic Republic of",0,82,"married",5,5
364072570,"Iran, Islamic Republic of",1,21,"single",7,7
364072571,"Iran, Islamic Republic of",0,60,"married",5,1
364072573,"Iran, Islamic Republic of",0,55,"married",10,10
364072574,"Iran, Islamic Republic of",0,26,"single",5,5
364072575,"Iran, Islamic Republic of",1,21,"single",8,10
364072576,"Iran, Islamic Republic of",1,34,"married",10,4
364072577,"Iran, Islamic Republic of",1,27,"married",6,4
364072578,"Iran, Islamic Republic of",1,63,"married",5,3
364072579,"Iran, Islamic Republic of",0,73,"married",8,10
364072580,"Iran, Islamic Republic of",1,60,"married",10,5
364072581,"Iran, Islamic Republic of",1,28,"married",10,10
364072582,"Iran, Islamic Republic of",1,21,"single",6,1
364072583,"Iran, Islamic Republic of",1,38,"married",10,6
364072585,"Iran, Islamic Republic of",0,52,"married",10,10
364072586,"Iran, Islamic Republic of",0,54,"married",1,1
364072587,"Iran, Islamic Republic of",1,45,"married",8,8
364072588,"Iran, Islamic Republic of",1,26,"married",8,9
364072589,"Iran, Islamic Republic of",0,51,"married",8,6
364072590,"Iran, Islamic Republic of",1,62,"widowed",5,5
364072591,"Iran, Islamic Republic of",1,19,"single",9,9
364072592,"Iran, Islamic Republic of",1,36,"married",7,4
364072593,"Iran, Islamic Republic of",0,27,"single",8,10
364072594,"Iran, Islamic Republic of",0,19,"married",5,9
364072595,"Iran, Islamic Republic of",0,99,"married",7,6
364072596,"Iran, Islamic Republic of",1,20,"single",5,10
364072599,"Iran, Islamic Republic of",1,38,"married",5,5
364072601,"Iran, Islamic Republic of",1,69,"married",1,8
364072602,"Iran, Islamic Republic of",1,27,"single",10,8
364072604,"Iran, Islamic Republic of",0,18,"single",7,8
364072605,"Iran, Islamic Republic of",0,38,"separated",4,8
364072606,"Iran, Islamic Republic of",0,48,"married",8,7
364072607,"Iran, Islamic Republic of",1,41,"married",5,6
364072608,"Iran, Islamic Republic of",1,34,"married",5,5
364072611,"Iran, Islamic Republic of",1,43,"married",6,5
364072612,"Iran, Islamic Republic of",0,49,"married",5,5
364072613,"Iran, Islamic Republic of",0,21,"single",3,8
364072614,"Iran, Islamic Republic of",0,41,"married",8,9
364072616,"Iran, Islamic Republic of",1,19,"single",1,5
364072617,"Iran, Islamic Republic of",1,54,"married",8,10
364072621,"Iran, Islamic Republic of",1,49,"separated",7,1
364072622,"Iran, Islamic Republic of",0,38,"married",10,6
364072623,"Iran, Islamic Republic of",1,27,"married",8,2
364072624,"Iran, Islamic Republic of",0,32,"married",7,7
364072625,"Iran, Islamic Republic of",0,20,"single",9,8
364072626,"Iran, Islamic Republic of",1,24,"married",5,8
364072627,"Iran, Islamic Republic of",0,20,"single",5,10
364072629,"Iran, Islamic Republic of",0,18,"single",5,8
364072630,"Iran, Islamic Republic of",0,19,"single",9,10
364072631,"Iran, Islamic Republic of",0,24,"single",10,4
364072632,"Iran, Islamic Republic of",1,32,"married",10,6
364072633,"Iran, Islamic Republic of",0,46,"married",5,4
364072634,"Iran, Islamic Republic of",0,32,"single",2,3
364072635,"Iran, Islamic Republic of",1,18,"single",7,10
364072636,"Iran, Islamic Republic of",1,21,"single",8,8
364072637,"Iran, Islamic Republic of",0,65,"married",8,10
364072638,"Iran, Islamic Republic of",1,19,"single",8,5
364072639,"Iran, Islamic Republic of",0,28,"single",1,1
364072640,"Iran, Islamic Republic of",0,18,"single",7,8
364072641,"Iran, Islamic Republic of",1,32,"single",10,3
364072642,"Iran, Islamic Republic of",0,36,"single",4,1
364072643,"Iran, Islamic Republic of",0,48,"married",10,8
364072645,"Iran, Islamic Republic of",0,42,"married",5,6
364072647,"Iran, Islamic Republic of",1,41,"married",8,4
364072648,"Iran, Islamic Republic of",0,47,"married",10,4
364072649,"Iran, Islamic Republic of",1,36,"married",5,7
364072650,"Iran, Islamic Republic of",1,39,"married",8,8
364072651,"Iran, Islamic Republic of",0,64,"married",5,7
364072652,"Iran, Islamic Republic of",0,66,"married",5,5
364072653,"Iran, Islamic Republic of",1,38,"married",5,6
364072654,"Iran, Islamic Republic of",0,99,"married",10,8
364072656,"Iran, Islamic Republic of",1,38,"single",9,8
364072657,"Iran, Islamic Republic of",0,62,"married",5,5
364072658,"Iran, Islamic Republic of",0,39,"married",7,8
364072659,"Iran, Islamic Republic of",0,52,"married",7,5
364072660,"Iran, Islamic Republic of",1,18,"single",5,5
364072661,"Iran, Islamic Republic of",1,31,"married",8,10
364072662,"Iran, Islamic Republic of",0,40,"married",2,5
364072666,"Iran, Islamic Republic of",0,21,"single",3,10
364072667,"Iran, Islamic Republic of",0,35,"single",5,1
364072668,"Iran, Islamic Republic of",1,35,"married",10,10
364072670,"Iran, Islamic Republic of",1,29,"married",5,8
364072672,"Iran, Islamic Republic of",0,99,"single",5,10
364072673,"Iran, Islamic Republic of",1,34,"married",5,6
364072674,"Iran, Islamic Republic of",0,58,"married",9,8
364072676,"Iran, Islamic Republic of",1,45,"married",3,7
364072677,"Iran, Islamic Republic of",0,60,"married",3,1
364072679,"Iran, Islamic Republic of",0,42,"married",10,5
364072680,"Iran, Islamic Republic of",0,42,"married",7,8
364072681,"Iran, Islamic Republic of",1,19,"single",8,6
364072683,"Iran, Islamic Republic of",0,58,"married",7,4
364072684,"Iran, Islamic Republic of",0,33,"married",5,7
364072685,"Iran, Islamic Republic of",1,35,"married",7,8
364072686,"Iran, Islamic Republic of",0,27,"married",9,7
364072687,"Iran, Islamic Republic of",1,22,"single",6,8
364072688,"Iran, Islamic Republic of",0,41,"single",5,4
364072689,"Iran, Islamic Republic of",1,38,"single",9,1
364072690,"Iran, Islamic Republic of",1,38,"married",8,4
364072693,"Iran, Islamic Republic of",0,60,"single",10,9
364072694,"Iran, Islamic Republic of",1,26,"single",6,5
364072695,"Iran, Islamic Republic of",0,31,"single",10,5
364072696,"Iran, Islamic Republic of",1,22,"single",10,5
364072699,"Iran, Islamic Republic of",1,22,"single",5,5
364072701,"Iran, Islamic Republic of",0,23,"single",9,5
364072702,"Iran, Islamic Republic of",0,45,"married",10,5
364072703,"Iran, Islamic Republic of",1,25,"single",7,7
364072704,"Iran, Islamic Republic of",0,46,"married",6,6
364072705,"Iran, Islamic Republic of",1,34,"divorced",8,7
364072706,"Iran, Islamic Republic of",1,44,"divorced",1,4
364072707,"Iran, Islamic Republic of",0,21,"married",7,8
364072708,"Iran, Islamic Republic of",1,39,"married",5,3
364072709,"Iran, Islamic Republic of",1,49,"married",10,10
364072710,"Iran, Islamic Republic of",1,19,"single",5,5
364072711,"Iran, Islamic Republic of",0,46,"married",10,8
364072712,"Iran, Islamic Republic of",0,25,"single",10,10
364072713,"Iran, Islamic Republic of",0,18,"single",8,3
364072714,"Iran, Islamic Republic of",0,50,"married",10,9
364072715,"Iran, Islamic Republic of",1,33,"married",6,8
364072716,"Iran, Islamic Republic of",0,20,"single",5,1
364072719,"Iran, Islamic Republic of",1,38,"married",10,10
364072720,"Iran, Islamic Republic of",1,53,"married",7,4
364072722,"Iran, Islamic Republic of",0,26,"single",10,7
364072723,"Iran, Islamic Republic of",1,54,"married",9,6
364072725,"Iran, Islamic Republic of",1,40,"married",9,5
364072726,"Iran, Islamic Republic of",0,23,"living together as married",7,7
364072727,"Iran, Islamic Republic of",1,30,"single",10,5
364072728,"Iran, Islamic Republic of",0,24,"single",8,7
364072729,"Iran, Islamic Republic of",0,30,"single",10,8
364072731,"Iran, Islamic Republic of",1,23,"single",5,8
364072732,"Iran, Islamic Republic of",0,47,"married",3,3
364072733,"Iran, Islamic Republic of",1,49,"married",5,5
364072734,"Iran, Islamic Republic of",0,54,"married",5,8
364072735,"Iran, Islamic Republic of",1,40,"married",7,8
364072736,"Iran, Islamic Republic of",1,41,"married",7,10
364072737,"Iran, Islamic Republic of",1,52,"married",5,6
364072738,"Iran, Islamic Republic of",0,18,"single",1,1
364072740,"Iran, Islamic Republic of",0,44,"married",3,8
364072741,"Iran, Islamic Republic of",0,33,"married",5,5
364072742,"Iran, Islamic Republic of",1,36,"single",7,8
364072743,"Iran, Islamic Republic of",1,42,"married",7,7
364072744,"Iran, Islamic Republic of",0,48,"married",6,6
364072745,"Iran, Islamic Republic of",0,53,"married",7,8
364072746,"Iran, Islamic Republic of",0,60,"married",5,1
364072747,"Iran, Islamic Republic of",1,47,"married",5,5
364072748,"Iran, Islamic Republic of",0,52,"married",10,8
364072750,"Iran, Islamic Republic of",1,64,"widowed",10,10
364072751,"Iran, Islamic Republic of",0,42,"married",10,9
364072752,"Iran, Islamic Republic of",1,30,"married",7,5
364072754,"Iran, Islamic Republic of",0,55,"married",8,9
364072755,"Iran, Islamic Republic of",0,32,"married",5,5
364072756,"Iran, Islamic Republic of",1,53,"married",10,10
364072757,"Iran, Islamic Republic of",1,59,"separated",8,5
364072758,"Iran, Islamic Republic of",0,35,"married",10,6
364072759,"Iran, Islamic Republic of",0,36,"single",8,5
364072760,"Iran, Islamic Republic of",1,30,"single",7,5
364072761,"Iran, Islamic Republic of",1,29,"married",10,7
364072762,"Iran, Islamic Republic of",1,19,"single",5,7
364072763,"Iran, Islamic Republic of",0,47,"married",10,1
364072764,"Iran, Islamic Republic of",1,42,"married",10,6
364072765,"Iran, Islamic Republic of",1,38,"divorced",1,10
364072766,"Iran, Islamic Republic of",1,18,"single",5,10
364072767,"Iran, Islamic Republic of",1,29,"single",5,1
364072768,"Iran, Islamic Republic of",1,45,"married",7,8
364072769,"Iran, Islamic Republic of",0,45,"married",7,8
364072771,"Iran, Islamic Republic of",0,68,"married",8,4
364072772,"Iran, Islamic Republic of",1,54,"married",9,2
364072773,"Iran, Islamic Republic of",1,25,"married",5,3
364072774,"Iran, Islamic Republic of",1,32,"single",8,8
